亦庄开发区|大兴其它|旧宫镇 上林苑 南北通透 三居室 快速公交一号线 |上林苑| | 3室1厅 | 126.38平米 | 南 北 | 简装|高楼层(共6层)  2002年建板楼  -  |大兴其它|350万|单价27695元/平米
亦庄开发区|通州其它|环渤海经济商圈  东亚台湖印象 |东亚印象台湖| | 1室0厅 | 56.18平米 | 南 | 毛坯|高楼层(共6层)  塔楼  -  |通州其它|180万|单价32040元/平米
亦庄开发区|通州其它|全明户型，低密度社区，可以看房|旭辉御锦| | 3室2厅 | 176平米 | 南 北 | 毛坯|高楼层(共5层)  2014年建  -  |通州其它|800万|单价45455元/平米
亦庄开发区|通州其它|格拉斯一期独栋  靠近水系视野好|格拉斯小镇| | 5室2厅 | 472.78平米 | 南 | 精装|低楼层(共2层)    -  |通州其它|1800万|单价38073元/平米
亦庄开发区|通州其它|东亚尚品台湖 平层开间 可注册 诚心出售|东亚尚品台湖| | 1室0厅 | 38平米 | 东 | 毛坯|中楼层(共15层)  2016年建板塔结合  -  |通州其它|100万|单价26316元/平米
亦庄开发区|通州其它|东亚尚品台湖 稀缺平层 可注册公司|东亚尚品台湖| | 1室0厅 | 38平米 | 南 西 北 | 毛坯|高楼层(共15层)  2016年建板塔结合  -  |通州其它|100万|单价26316元/平米
亦庄开发区|通州其它|紧邻地铁，开放商送的精装修，房屋不限购|锋创科技园| | 1室1厅 | 62平米 | 东南 | 其他|低楼层(共19层)  2012年建塔楼  -  |通州其它|140万|单价22581元/平米
亦庄开发区|通州其它|梨园南东亚印象台湖正规两居室，靠近环球影视城|东亚印象台湖| | 2室1厅 | 64平米 | 南 | 简装|高楼层(共10层)  板楼  -  |通州其它|217万|单价33907元/平米
亦庄开发区|通州其它|临近环球影城 东亚商品太湖 石材外面 高品质商住|东亚尚品台湖| | 1室0厅 | 39平米 | 东 | 其他|低楼层(共15层)  2016年建板塔结合  -  |通州其它|133万|单价34103元/平米
亦庄开发区|通州其它|格拉斯小镇 5室4厅 2650万|格拉斯小镇| | 5室4厅 | 656.81平米 | 东 南 北 | 毛坯|低楼层(共2层)    -  |通州其它|2650万|单价40347元/平米
亦庄开发区|通州其它|格拉斯小镇  毛坯房别墅 看房方便|格拉斯小镇| | 5室4厅 | 660平米 | 东 南 西 北 | 其他|地下室(共2层)  2009年建  -  |通州其它|2700万|单价40910元/平米
亦庄开发区|通州其它|泰禾一号街区 3室2厅 160万|泰禾一号街区| | 3室2厅 | 39.6平米 | 西南 | 其他|高楼层(共7层)  塔楼  -  |通州其它|160万|单价40405元/平米
亦庄开发区|通州其它|锋创科技园 1室1厅 75万|锋创科技园| | 1室1厅 | 35平米 | 南 | 其他|低楼层(共19层)  2012年建塔楼  -  |通州其它|75万|单价21429元/平米
亦庄开发区|通州其它|锋创科技园 1室0厅 120万|锋创科技园| | 1室0厅 | 57平米 | 南 | 其他|低楼层(共19层)  2012年建塔楼  -  |通州其它|120万|单价21053元/平米
亦庄开发区|通州其它|星悦国际 3室2厅 280万|星悦国际| | 3室2厅 | 139.57平米 | 东南 | 其他|低楼层(共17层)  塔楼  -  |通州其它|280万|单价20062元/平米
亦庄开发区|通州其它|定海园一里 1室1厅 155万|定海园一里| | 1室1厅 | 78平米 | 南 北 | 其他|中楼层(共6层)  2008年建板楼  -  |通州其它|155万|单价19872元/平米
亦庄开发区|通州其它|星悦国际 2室2厅 185万|星悦国际| | 2室2厅 | 92平米 | 西南 | 精装|中楼层(共17层)    -  |通州其它|185万|单价20109元/平米
亦庄开发区|通州其它|通州温榆河别墅区  商住投资房 旭辉丽舍|旭辉丽舍| | 1室0厅 | 47平米 | 北 | 精装|中楼层(共6层)  2015年建板塔结合  -  |通州其它|140万|单价29788元/平米
亦庄开发区|通州其它|地铁沿线，精装修不限购，京东总部对面，有升值空间！|锋创科技园| | 1室0厅 | 58平米 | 南 | 精装|高楼层(共19层)  2012年建塔楼  -  |通州其它|110万|单价18966元/平米
亦庄开发区|通州其它|格拉斯小镇 5室2厅 2000万|格拉斯小镇| | 5室2厅 | 450平米 | 东 南 西 北 | 其他|低楼层(共3层)    -  |通州其它|2000万|单价44445元/平米
亦庄开发区|通州其它|格拉斯小镇 5室2厅 1800万|格拉斯小镇| | 5室2厅 | 420平米 | 南 北 | 简装|低楼层(共3层)    -  |通州其它|1800万|单价42858元/平米
亦庄开发区|通州其它|锋创科技园 1室0厅 120万|锋创科技园| | 1室0厅 | 53平米 | 南 | 其他|中楼层(共15层)  2012年建塔楼  -  |通州其它|120万|单价22642元/平米
亦庄开发区|通州其它|锋创科技园 1室0厅 110万|锋创科技园| | 1室0厅 | 52平米 | 南 | 其他|高楼层(共19层)  2012年建塔楼  -  |通州其它|110万|单价21154元/平米
亦庄开发区|通州其它|星悦国际 2室1厅 190万|星悦国际| | 2室1厅 | 100平米 | 东南 | 精装|中楼层(共14层)    -  |通州其它|190万|单价19000元/平米
亦庄开发区|通州其它|泰禾时代广场 1室1厅 145万|泰禾时代广场| | 1室1厅 | 40平米 | 西北 | 其他|高楼层(共7层)    -  |通州其它|145万|单价36250元/平米
亦庄开发区|通州其它|运河岸上的院子 5室1厅 4000万|运河岸上的院子| | 5室1厅 | 398平米 | 东 南 西 北 | 其他|低楼层(共3层)  2004年建  -  |通州其它|4000万|单价100503元/平米
亦庄开发区|通州其它|格拉斯小镇 5室2厅 1500万|格拉斯小镇| | 5室2厅 | 472平米 | 南 | 其他|低楼层(共2层)    -  |通州其它|1500万|单价31780元/平米
亦庄开发区|通州其它|莱茵湾独栋大别墅 环境好 诚心卖|莱茵湾一期| | 4室3厅 | 480平米 | 东 南 西 北 | 其他|低楼层(共4层)  2005年建  -  |通州其它|960万|单价20000元/平米
亦庄开发区|通州其它|莱茵湾独栋别墅 通州产权 不限购别墅|莱茵湾一期| | 4室3厅 | 450平米 | 东 南 西 北 | 其他|低楼层(共3层)  2005年建  -  |通州其它|900万|单价20000元/平米
亦庄开发区|通州其它|星悦国际 东南向大两居  不带车位200万|星悦国际| | 2室1厅 | 109.1平米 | 东南 | 简装|高楼层(共14层)    -  |通州其它|210万|单价19249元/平米
亦庄开发区|通州其它|独栋别墅，中式风格建筑，400平庭院，专属管家服务|运河岸上的院子| | 5室2厅 | 400平米 | 东 南 西 北 | 毛坯|地下室(共2层)  2004年建  -  |通州其它|2200万|单价55000元/平米
亦庄开发区|通州其它|格拉斯小镇 8室3厅 3800万|格拉斯小镇| | 8室3厅 | 730平米 | 南 | 其他|低楼层(共3层)    -  |通州其它|3800万|单价52055元/平米
亦庄开发区|通州其它|珠江四季悦城 小三居 全南朝向|珠江四季悦城| | 3室1厅 | 90平米 | 南 | 精装|高楼层(共6层)  板楼  -  |通州其它|220万|单价24445元/平米
亦庄开发区|通州其它|中国院子中式名宅，独栋别墅，有庭院和车位，环境优雅|运河岸上的院子| | 5室2厅 | 394平米 | 南 北 | 毛坯|地下室(共2层)  2004年建  -  |通州其它|2600万|单价65990元/平米
亦庄开发区|通州其它|运河岸上的院子 中式 有独立院子 看房提前联系|运河岸上的院子| | 4室3厅 | 398平米 | 东 南 西 北 | 毛坯|地下室(共2层)  2004年建  -  |通州其它|3800万|单价95478元/平米
亦庄开发区|通州其它|运河岸上的院子+新城核心+满五年+欧式风格+带花园|运河岸上的院子| | 5室2厅 | 388.6平米 | 南 北 | 毛坯|地下室(共2层)  2004年建  -  |通州其它|2026.63万|单价52153元/平米
亦庄开发区|通州其它|徐辛庄 独栋别墅 带小院 满五年 田园风格社区|徐辛庄南街198号院| | 6室3厅 | 370平米 | 东 南 | 毛坯|低楼层(共2层)    -  |通州其它|750万|单价20271元/平米
亦庄开发区|通州其它|企业旁边不限购  开发商送的精装修|锋创科技园| | 1室0厅 | 45平米 | 北 | 精装|低楼层(共19层)  2012年建塔楼  -  |通州其它|88万|单价19556元/平米
亦庄开发区|通州其它|京东总部附近，邻近地铁亦庄线，精装修开间|锋创科技园| | 1室0厅 | 61.34平米 | 西南 | 精装|未知楼层(共19层)  2012年建塔楼  -  |通州其它|140万|单价22824元/平米
亦庄开发区|通州其它|此房格局通透，楼层好视野开阔，紧邻地铁，交通便利。|锋创科技园| | 1室1厅 | 62平米 | 南 西 | 其他|中楼层(共19层)  2012年建塔楼  -  |通州其它|148万|单价23871元/平米
亦庄开发区|通州其它|格拉斯小镇 5室2厅 2500万|格拉斯小镇| | 5室2厅 | 535平米 | 东南 西北 | 其他|低楼层(共2层)  2009年建  -  |通州其它|2500万|单价46729元/平米
亦庄开发区|通州其它|格拉斯小镇 5室2厅 2500万|格拉斯小镇| | 5室2厅 | 534平米 | 东南 西北 | 其他|低楼层(共2层)  2009年建  -  |通州其它|2500万|单价46817元/平米
亦庄开发区|通州其它|格拉斯小镇 5室2厅 2300万|格拉斯小镇| | 5室2厅 | 539平米 | 东南 西北 | 其他|低楼层(共2层)  2009年建  -  |通州其它|2300万|单价42672元/平米
亦庄开发区|通州其它|格拉斯小镇 5室2厅 2480万|格拉斯小镇| | 5室2厅 | 528平米 | 东南 西北 | 其他|低楼层(共2层)  2009年建  -  |通州其它|2480万|单价46970元/平米
亦庄开发区|通州其它|格拉斯小镇 5室2厅 2000万|格拉斯小镇| | 5室2厅 | 535平米 | 东南 西北 | 其他|低楼层(共2层)  2009年建  -  |通州其它|2000万|单价37384元/平米
亦庄开发区|通州其它|莱茵湾一期 8室3厅 928万|莱茵湾一期| | 8室3厅 | 468平米 | 东 南 西 北 | 毛坯|低楼层(共3层)    -  |通州其它|928万|单价19830元/平米
亦庄开发区|通州其它|东亚尚品台湖 1室0厅 130万|东亚尚品台湖| | 1室0厅 | 39.11平米 | 南 | 其他|低楼层(共15层)  2016年建板塔结合  -  |通州其它|130万|单价33240元/平米
亦庄开发区|通州其它|格拉斯小镇 3室2厅 2500万|格拉斯小镇| | 3室2厅 | 270.58平米 | 南 北 | 其他|低楼层(共2层)  2014年建  -  |通州其它|2500万|单价92395元/平米
亦庄开发区|亦庄开发区其它|瀛海名居 免税别墅 车位 露台 精装修 |瀛海名居| | 5室2厅 | 248.06平米 | 南 北 | 精装|低楼层(共3层)  2005年建板楼  -  |亦庄开发区其它|755万|单价30437元/平米
亦庄开发区|亦庄开发区其它|瀛海名居，精装，一层带院，平层三居，带电梯，免税房|瀛海名居| | 3室2厅 | 228.72平米 | 南 北 | 精装|低楼层(共5层)  2005年建板楼  -  |亦庄开发区其它|705万|单价30824元/平米
亦庄开发区|亦庄开发区其它|瀛海名居 正南正北 顶层复式 毛坯 方正户型|瀛海名居| | 4室2厅 | 304平米 | 南 北 | 毛坯|高楼层(共5层)  2005年建板楼  -  |亦庄开发区其它|1000万|单价32895元/平米
亦庄开发区|亦庄开发区其它|顶层复式！紧邻南海子公园！看房随时！|兴海园| | 5室2厅 | 197平米 | 南 北 | 简装|高楼层(共6层)  2002年建板楼  -  |亦庄开发区其它|450万|单价22843元/平米
亦庄开发区|亦庄开发区其它|瀛海民居，精装免税三居室。位置好|瀛海名居| | 3室2厅 | 210.92平米 | 南 北 | 精装|中楼层(共5层)  2005年建板楼  -  |亦庄开发区其它|600万|单价28447元/平米
亦庄开发区|亦庄开发区其它|瀛海名居 方正大四居，中式精装 朝向南北 可扩花园|瀛海名居| | 4室2厅 | 276.94平米 | 南 北 | 精装|低楼层(共5层)  2005年建板楼  -  |亦庄开发区其它|850万|单价30693元/平米
亦庄开发区|亦庄开发区其它|玉璟园 2室2厅 310万|玉璟园| | 2室2厅 | 95.59平米 | 南 北 | 简装|高楼层(共9层)  2004年建板塔结合  -  |亦庄开发区其它|310万|单价32431元/平米
亦庄开发区|亦庄开发区其它|中信新城 三居室  南北朝向  自带电梯|中信新城西区| | 3室2厅 | 144平米 | 南 北 | 简装|低楼层(共18层)  板楼  -  |亦庄开发区其它|630万|单价43750元/平米
亦庄开发区|亦庄开发区其它|亦庄瀛海名居 精装修 满五年唯一  复式 |瀛海名居| | 4室2厅 | 315平米 | 南 北 | 精装|低楼层(共3层)  2005年建板楼  -  |亦庄开发区其它|1200万|单价38096元/平米
亦庄开发区|亦庄开发区其它|瀛海名居  复式 满五唯一  精装修|瀛海名居| | 7室2厅 | 338平米 | 南 北 | 精装|中楼层(共4层)  2005年建板楼  -  |亦庄开发区其它|1050万|单价31066元/平米
亦庄开发区|亦庄开发区其它|顶层复式 单价2.1万 紧邻南海子公园|兴海园| | 2室3厅 | 122平米 | 南 北 | 简装|高楼层(共6层)  1997年建板楼  -  |亦庄开发区其它|255万|单价20902元/平米
亦庄开发区|亦庄开发区其它|瀛海名居 顶层复式 带电梯 精装修 送全套家具家电|瀛海名居| | 4室2厅 | 308平米 | 南 北 | 精装|中楼层(共5层)  2005年建板楼  -  |亦庄开发区其它|1050万|单价34091元/平米
亦庄开发区|亦庄开发区其它|瀛海名居精装复式 不临街 南北向 双公园|瀛海名居| | 4室2厅 | 338.11平米 | 南 北 | 精装|中楼层(共4层)  2005年建板楼  -  |亦庄开发区其它|1000万|单价29577元/平米
亦庄开发区|亦庄开发区其它|瀛海名居 方正户型复式4居室 南北通透 |瀛海名居| | 4室3厅 | 311.88平米 | 南 北 | 精装|中楼层(共5层)  2005年建板楼  -  |亦庄开发区其它|990万|单价31743元/平米
亦庄开发区|亦庄开发区其它|亦庄瀛海名居 平层别墅 送40露台 满五唯一|瀛海名居| | 4室2厅 | 281.48平米 | 南 北 | 毛坯|低楼层(共5层)  2005年建板楼  -  |亦庄开发区其它|900万|单价31974元/平米
亦庄开发区|亦庄开发区其它|西班牙风情！多边户型4居！满五年唯一！精装修！|瀛海名居| | 4室2厅 | 341.33平米 | 南 北 | 精装|低楼层(共3层)  2005年建板楼  -  |亦庄开发区其它|950万|单价27833元/平米
亦庄开发区|亦庄开发区其它|兴海园精装小复式，满五年唯一商品房，业主送装修！|兴海园| | 3室2厅 | 110.21平米 | 南 北 | 精装|高楼层(共6层)  1995年建板楼  -  |亦庄开发区其它|280万|单价25407元/平米
亦庄开发区|亦庄开发区其它|瀛海名居 美式豪装平层大4居 完美居住体验 直接入住|瀛海名居| | 4室2厅 | 327.74平米 | 南 北 | 精装|中楼层(共5层)  2005年建板楼  -  |亦庄开发区其它|950万|单价28987元/平米
亦庄开发区|亦庄开发区其它|亦庄中信新城 全南居室 毛坯 中高楼层采光好 有钥匙|中信新城东区| | 2室1厅 | 94.8平米 | 南 | 毛坯|中楼层(共17层)    -  |亦庄开发区其它|400万|单价42195元/平米
亦庄开发区|亦庄开发区其它|满五年业主唯一住房！全南向!紧邻南海子公园！|兴海园| | 1室1厅 | 62.22平米 | 南 | 简装|中楼层(共16层)  2004年建板塔结合  -  |亦庄开发区其它|222万|单价35680元/平米
亦庄开发区|亦庄开发区其它|鹿海苑正规一居 精装修 可拎包入住 全南户型 |泰河园三里| | 1室1厅 | 58.02平米 | 南 | 精装|高楼层(共6层)  2005年建板楼  -  |亦庄开发区其它|170万|单价29301元/平米
亦庄开发区|亦庄开发区其它|中信新城，三居，精装修，拎包入住|中信新城西区| | 3室2厅 | 143平米 | 南 北 | 精装|低楼层(共21层)  2013年建板楼  -  |亦庄开发区其它|650万|单价45455元/平米
亦庄开发区|亦庄开发区其它|枫丹壹號高楼层四居室 南北通透 随时看房|枫丹壹號| | 4室2厅 | 149平米 | 南 北 | 精装|中楼层(共18层)  2015年建板楼  -  |亦庄开发区其它|730万|单价48994元/平米
亦庄开发区|亦庄开发区其它|亦庄瀛海名居精装4居室 户型方正 满五唯一|瀛海名居| | 4室2厅 | 259平米 | 南 北 | 精装|中楼层(共5层)  2005年建板楼  -  |亦庄开发区其它|780万|单价30116元/平米
亦庄开发区|亦庄开发区其它|平层别墅社区！贵族居所。多边复式户型，欧式风格|瀛海名居| | 4室2厅 | 304平米 | 南 北 | 其他|高楼层(共4层)  2005年建板楼  -  |亦庄开发区其它|930万|单价30593元/平米
