大兴|长阳|原香小镇 南北通透两居 全明格局 满五唯一 随时签约|原香小镇一区| | 2室1厅 | 88平米 | 南 北 | 精装|中楼层(共10层)  2010年建板楼  -  |长阳|238万|单价27046元/平米
大兴|长阳|加州水郡三期 1室1厅 135万|加州水郡三期| | 1室1厅 | 58.74平米 | 南 | 精装|中楼层(共14层)  2009年建板塔结合  -  |长阳|135万|单价22983元/平米
大兴|长阳|加州水郡二期 3室2厅 280万|加州水郡二期| | 3室2厅 | 146平米 | 南 北 | 其他|低楼层(共9层)  2004年建板塔结合  -  |长阳|280万|单价19179元/平米
大兴|长阳|大宁山庄一区 7室4厅 800万|大宁山庄一区| | 7室4厅 | 245平米 | 南 北 | 其他|低楼层(共3层)  2005年建  -  |长阳|800万|单价32654元/平米
大兴|长阳|首创新悦都，精装修两居室，不满两年，|首创新悦都| | 2室1厅 | 71平米 | 东 西 | 精装|中楼层(共9层)  塔楼  -  |长阳|240万|单价33803元/平米
大兴|长阳|长阳半岛 地铁房 独家报盘 业主可给周期、随时能签约|长阳半岛2号院| | 2室1厅 | 89.59平米 | 南 | 其他|低楼层(共28层)  2011年建板塔结合  -  |长阳|305万|单价34044元/平米
大兴|长阳|长阳半岛2号院，近地铁精装三居|长阳半岛2号院| | 3室1厅 | 95.49平米 | 南 北 | 精装|中楼层(共9层)  2012年建板楼  -  |长阳|356万|单价37282元/平米
大兴|长阳|长阳半岛3号院 3室2厅 450万|长阳半岛3号院| | 3室2厅 | 119.68平米 | 南 北 | 精装|高楼层(共9层)  2012年建板楼  -  |长阳|450万|单价37601元/平米
大兴|长阳|加州水郡二期 3室2厅 225万|加州水郡二期| | 3室2厅 | 113平米 | 南 北 | 其他|高楼层(共9层)  2004年建板塔结合  -  |长阳|225万|单价19912元/平米
大兴|长阳|国际花园南北双通透两居，精装送家具，高楼层，临地铁|中国铁建国际花园| | 2室1厅 | 76平米 | 南 北 | 精装|中楼层(共18层)  2014年建板楼  -  |长阳|230万|单价30264元/平米
大兴|长阳|九洲溪雅苑一区 3室2厅 360万|九洲溪雅苑一区| | 3室2厅 | 153平米 | 南 北 | 其他|低楼层(共12层)  2009年建板塔结合  -  |长阳|360万|单价23530元/平米
大兴|长阳|碧桂园小区C区 2室1厅 230万|碧桂园小区C区| | 2室1厅 | 92平米 | 南 北 | 精装|高楼层(共11层)  2006年建板楼  -  |长阳|230万|单价25000元/平米
大兴|长阳|碧桂园小区C区 2室1厅 210万|碧桂园小区C区| | 2室1厅 | 95平米 | 南 北 | 精装|高楼层(共11层)  2006年建板楼  -  |长阳|210万|单价22106元/平米
大兴|长阳|首创新悦都 2室1厅 240万|首创新悦都| | 2室1厅 | 75平米 | 北 南 | 精装|高楼层(共18层)  塔楼  -  |长阳|240万|单价32000元/平米
大兴|长阳|九洲溪雅苑二区 3室2厅 330万|九洲溪雅苑二区| | 3室2厅 | 158平米 | 南 北 | 其他|低楼层(共14层)  2009年建板塔结合  -  |长阳|330万|单价20887元/平米
大兴|长阳|首开熙悦山澜庭 3室2厅 310万|首开熙悦山澜庭| | 3室2厅 | 89平米 | 南 北 | 精装|高楼层(共21层)  2016年建板楼  -  |长阳|310万|单价34832元/平米
大兴|长阳|加州水郡三期 3室2厅 315万|加州水郡三期| | 3室2厅 | 135.7平米 | 南 北 | 精装|中楼层(共14层)  2009年建板塔结合  -  |长阳|315万|单价23213元/平米
大兴|长阳|南北通透大两居 双卫 0增值税 中间楼层|碧桂园小区C区| | 2室2厅 | 104平米 | 南 北 | 精装|低楼层(共15层)  2007年建板楼  -  |长阳|230万|单价22116元/平米
大兴|长阳|首创新悦都 精装南北通透两居室 临近地铁|首创新悦都| | 2室1厅 | 75平米 | 南 北 | 精装|高楼层(共18层)  塔楼  -  |长阳|240万|单价32000元/平米
大兴|长阳|加州水郡南北通透的2居 拎包入住 看房提前联系|加州水郡三期| | 2室1厅 | 92平米 | 南 北 | 精装|高楼层(共14层)  2009年建板塔结合  -  |长阳|180万|单价19566元/平米
大兴|长阳|加州水郡二期 1室0厅 1300万|加州水郡二期| | 1室0厅 | 298平米 | 南 北 | 毛坯|地下室(共3层)  2007年建  -  |长阳|1300万|单价43625元/平米
大兴|长阳|西南北 全南三居室 万科精装修|长阳半岛3号院| | 3室2厅 | 103平米 | 西南 北 | 精装|低楼层(共16层)  2012年建塔楼  -  |长阳|365万|单价35437元/平米
大兴|长阳|加州水郡经典三居户型，精装修业主诚心出售，楼王位置|加州水郡四期| | 3室2厅 | 91.46平米 | 南 北 | 精装|中楼层(共11层)  2011年建板楼  -  |长阳|240万|单价26241元/平米
大兴|长阳|天泰新景 南北通透小三居 精装修|天泰新景| | 3室1厅 | 106.9平米 | 南 北 | 精装|中楼层(共6层)  2003年建板楼  -  |长阳|225万|单价21048元/平米
大兴|长阳|长阳 中国铁建国际花园 南北通透 精装两居 看房方便|中国铁建国际花园| | 3室1厅 | 89平米 | 南 北 | 精装|低楼层(共18层)  2014年建板楼  -  |长阳|235万|单价26405元/平米
大兴|长阳|原香小镇 精装修 南北通透 中高层 采光好 |原香小镇一区| | 2室1厅 | 88平米 | 南 北 | 其他|中楼层(共10层)  2010年建板楼  -  |长阳|240万|单价27273元/平米
大兴|长阳|芭蕾雨悦都三居室紧邻篱笆房地铁站奥特莱斯购物广场|芭蕾雨悦都南区| | 3室1厅 | 90.68平米 | 南 北 | 简装|中楼层(共9层)  2012年建板楼  -  |长阳|268万|单价29555元/平米
大兴|长阳|禾香雅园 南北精装三居 满两年 全明户型 长阳地铁站|禾香雅园| | 3室1厅 | 110.41平米 | 西南 北 | 精装|中楼层(共8层)  板楼  -  |长阳|280万|单价25361元/平米
大兴|长阳|金域缇香 全南向两居室 万科精装 人车分流 万科物业|金域缇香| | 2室1厅 | 85平米 | 南 | 精装|中楼层(共21层)  板楼  -  |长阳|278万|单价32706元/平米
大兴|长阳|东南金角朝向，中间楼层，采光好前后无遮挡，户型方正|加州水郡四期| | 2室1厅 | 89.4平米 | 东南 | 简装|低楼层(共14层)  2011年建板楼  -  |长阳|195万|单价21813元/平米
大兴|长阳|加州水郡四期 西北向 正规一室一厅|加州水郡四期| | 1室1厅 | 58.87平米 | 西北 | 其他|低楼层(共11层)  2011年建板楼  -  |长阳|133万|单价22593元/平米
大兴|长阳|首开熙悦山　地铁房　南北通透两居室　|首开熙悦山熹园1号院| | 2室1厅 | 86.7平米 | 南 北 | 简装|中楼层(共21层)  2013年建板楼  -  |长阳|270万|单价31142元/平米
大兴|长阳|加州正规一居  精装修房本满两年 中间楼层|加州水郡四期| | 1室1厅 | 58.84平米 | 东北 | 精装|高楼层(共11层)  2011年建板楼  -  |长阳|150万|单价25493元/平米
大兴|长阳|徜徉嘉园 满两年 精装修 大三居  高层视野开阔|徜徉嘉园5号院| | 3室2厅 | 110.63平米 | 南 北 | 其他|高楼层(共18层)  2013年建板塔结合  -  |长阳|410万|单价37061元/平米
大兴|长阳|大宁山庄 东南向毛坯正规大一居室，带有15平米的露台|大宁山庄四区| | 1室2厅 | 78.87平米 | 东南 | 毛坯|高楼层(共6层)  2012年建  -  |长阳|200万|单价25359元/平米
大兴|长阳|首开熙悦双子座,精装修两居室，|首开熙悦双子座| | 1室1厅 | 60.17平米 | 东南 | 精装|中楼层(共24层)  2014年建板楼  -  |长阳|155万|单价25761元/平米
大兴|长阳|芭蕾雨悦都南区 1层下跃 带小院 南北朝向|芭蕾雨悦都南区| | 3室1厅 | 89.8平米 | 南 北 | 精装|低楼层(共9层)  2012年建板楼  -  |长阳|430万|单价47885元/平米
大兴|长阳|精装修 两居室 地铁旁 北京四中学区房  |首开熙悦山澜庭| | 2室1厅 | 84平米 | 南 | 精装|高楼层(共28层)  2016年建板楼  -  |长阳|270万|单价32143元/平米
大兴|长阳|芭蕾雨全明三居  紧邻地铁 坐拥公园|芭蕾雨悦都北区| | 3室1厅 | 89.83平米 | 南 北 | 精装|高楼层(共9层)  2012年建板楼  -  |长阳|290万|单价32284元/平米
大兴|长阳|原香小镇 满两年 高楼层 两居室|原香小镇一区| | 2室1厅 | 88平米 | 南 北 | 其他|高楼层(共10层)  2010年建板楼  -  |长阳|230万|单价26137元/平米
大兴|长阳|长景新园 精装一居室 距离地铁站步行5分钟|长景新园| | 1室0厅 | 49平米 | 南 | 精装|中楼层(共11层)    -  |长阳|145万|单价29592元/平米
大兴|长阳|金域缇香 全南向两居室 一层带园 出售|金域缇香| | 2室1厅 | 84.58平米 | 南 | 精装|低楼层(共20层)  板楼  -  |长阳|280万|单价33105元/平米
大兴|长阳|东西向中高楼层，采光好无遮当，|首创新悦都| | 2室2厅 | 71平米 | 东 西 | 精装|高楼层(共9层)  塔楼  -  |长阳|195万|单价27465元/平米
大兴|长阳|加州水郡一期 5室2厅 1000万|加州水郡一期| | 5室2厅 | 312平米 | 南 北 | 毛坯|低楼层(共3层)  2007年建  -  |长阳|1000万|单价32052元/平米
大兴|长阳|加州水郡三期 满两年 西北向正规一居 总价低|加州水郡三期| | 1室1厅 | 59平米 | 西北 | 精装|中楼层(共11层)  2009年建板塔结合  -  |长阳|140万|单价23729元/平米
大兴|长阳|长阳 加州水郡东南朝向 精装修 户型方正  出行方便|加州水郡四期| | 2室2厅 | 87.62平米 | 东 南 | 精装|低楼层(共15层)  2011年建塔楼  -  |长阳|188万|单价21457元/平米
大兴|长阳|加州水郡四期 全南两居 中间楼层  免增值税|加州水郡四期| | 2室1厅 | 85平米 | 南 | 简装|中楼层(共15层)  2011年建塔楼  -  |长阳|198万|单价23295元/平米
大兴|长阳|碧桂园南北通透的正规一居室 拎包入住 诚心出售|碧桂园小区二区| | 1室1厅 | 66.44平米 | 南 北 | 精装|中楼层(共6层)  2007年建板楼  -  |长阳|152万|单价22878元/平米
大兴|长阳|加州水郡四期正规两居，精装，看房方便|加州水郡四期| | 2室1厅 | 85.74平米 | 南 | 其他|中楼层(共15层)  2011年建塔楼  -  |长阳|210万|单价24493元/平米
大兴|长阳|业主精装修西南两居室，业主随时配合签约|加州水郡四期| | 2室1厅 | 87平米 | 西南 | 精装|低楼层(共15层)  2011年建塔楼  -  |长阳|200万|单价22989元/平米
大兴|长阳|房山长阳万科西南北全明格局三居室，看房方便 |长阳半岛怡和路3号院| | 3室1厅 | 99平米 | 西南 北 | 精装|低楼层(共18层)    -  |长阳|360万|单价36364元/平米
大兴|长阳|长阳国际城 全明格局的大三居118平 改善首选|馨然嘉园一区| | 3室2厅 | 118.87平米 | 南 西 北 | 精装|高楼层(共20层)  2012年建板塔结合  -  |长阳|390万|单价32809元/平米
大兴|长阳|长阳半岛精装南北通透三军 楼王位置 黄金楼层 临地铁|长阳半岛怡和路1号院| | 3室2厅 | 97平米 | 南 北 | 精装|中楼层(共12层)  2013年建板楼  -  |长阳|380万|单价39176元/平米
大兴|长阳|精装小两居 带小院户型 无遮挡 原值高个|首创新悦都| | 2室1厅 | 71.85平米 | 南 | 精装|低楼层(共9层)  塔楼  -  |长阳|230万|单价32012元/平米
大兴|长阳|首开熙悦山澜庭，精装南北向2居室，74平米230万|首开熙悦山澜庭| | 2室1厅 | 74平米 | 南 北 | 其他|低楼层(共21层)  2016年建板楼  -  |长阳|230万|单价31082元/平米
大兴|长阳|南北通透两居室 0增值税 赠送露台 采光好 |大宁山庄四区| | 2室1厅 | 100.1平米 | 南 北 | 简装|高楼层(共6层)  2012年建  -  |长阳|270万|单价26974元/平米
大兴|长阳|芭蕾雨南北通透带下跃的三居 送南北下沉式庭院|芭蕾雨悦都北区| | 2室1厅 | 80.92平米 | 南 北 | 简装|低楼层(共8层)  2012年建板楼  -  |长阳|350万|单价43253元/平米
大兴|长阳|加州水郡三期 大三居 一层可以做生意 适合投资|加州水郡三期| | 3室2厅 | 145.01平米 | 南 西 北 | 精装|低楼层(共14层)  2009年建板塔结合  -  |长阳|310万|单价21378元/平米
大兴|长阳|馨然嘉园三居室 南北通透 满两年 出售|馨然嘉园三区| | 3室1厅 | 89平米 | 南 北 | 简装|中楼层(共15层)  2012年建板楼  -  |长阳|290万|单价32585元/平米
大兴|长阳|加州水郡Q酷 1室0厅 60万|加州水郡Q酷| | 1室0厅 | 41.58平米 | 南 | 精装|高楼层(共14层)  2009年建板塔结合  -  |长阳|60万|单价14431元/平米
大兴|长阳|加州水郡三期 2室1厅 180万|加州水郡三期| | 2室1厅 | 84.49平米 | 南 北 | 精装|高楼层(共15层)  2009年建塔楼  -  |长阳|180万|单价21305元/平米
大兴|长阳|长阳半岛3号院南北3居 临公园 业主诚心出售|长阳半岛3号院| | 3室1厅 | 119平米 | 南 北 | 精装|低楼层(共9层)  2012年建板楼  -  |长阳|490万|单价41177元/平米
大兴|长阳|下跃户型，地下一层有窗户，毛坯房|首创新悦都| | 2室2厅 | 166平米 | 南 北 | 毛坯|低楼层(共9层)    -  |长阳|320万|单价19278元/平米
大兴|长阳|加州水郡西南向2居 拎包入住 配套齐全|加州水郡四期| | 2室1厅 | 88平米 | 西南 | 精装|低楼层(共15层)  2011年建塔楼  -  |长阳|210万|单价23864元/平米
大兴|长阳|加州水郡 精装西南两居 满两年 无增值税|加州水郡四期| | 2室1厅 | 89平米 | 西南 | 精装|低楼层(共14层)  2011年建塔楼  -  |长阳|198万|单价22248元/平米
大兴|长阳|南北通透三居室 精装修 满两年|馨然嘉园二区| | 3室1厅 | 89平米 | 南 北 | 精装|中楼层(共20层)  2012年建板塔结合  -  |长阳|280万|单价31461元/平米
大兴|长阳|【投资】长阳国际城  低南北通透三居  低总价  近地铁|馨然嘉园三区| | 3室1厅 | 89平米 | 南 北 | 简装|低楼层(共15层)  2012年建板楼  -  |长阳|260万|单价29214元/平米
大兴|长阳|国际城二区 精装三居 满两年 拎包入住|馨然嘉园二区| | 3室1厅 | 89平米 | 南 北 | 精装|中楼层(共20层)  2012年建板塔结合  -  |长阳|285万|单价32023元/平米
大兴|长阳|首开熙悦山全南向两居室 精装修 次顶层 近地铁 送车位|首开熙悦山澜庭| | 2室1厅 | 70平米 | 南 | 精装|高楼层(共21层)  2016年建板楼  -  |长阳|250万|单价35715元/平米
大兴|长阳|长阳国际城 馨然嘉园南北通透三居 重点学区房 临地铁|馨然嘉园三区| | 3室1厅 | 89平米 | 南 北 | 简装|低楼层(共15层)  2012年建板楼  -  |长阳|265万|单价29776元/平米
大兴|长阳|加州水郡三期 小区中心位置 南北朝向两居室|加州水郡三期| | 2室2厅 | 87.05平米 | 南 北 | 精装|低楼层(共11层)  2009年建板塔结合  -  |长阳|230万|单价26422元/平米
大兴|长阳|天泰新景标准大三居 有装修 南北通透 绿化率得房率高|天泰新景| | 3室1厅 | 118平米 | 南 北 | 精装|高楼层(共6层)  2008年建板楼  -  |长阳|230万|单价19492元/平米
大兴|长阳|东西向 两居室 方正户型 全明格局满两年|长阳半岛2号院| | 2室1厅 | 84平米 | 东 西 | 精装|低楼层(共9层)  2012年建板楼  -  |长阳|250万|单价29762元/平米
大兴|长阳|溪雅苑二区，南北两居，精装修，全明户型|九洲溪雅苑二区| | 2室2厅 | 105平米 | 南 北 | 精装|低楼层(共14层)  2009年建板塔结合  -  |长阳|231万|单价22000元/平米
大兴|长阳|首开熙悦山 精装全南两居 位置好|首开熙悦山熹园3号院| | 2室1厅 | 84平米 | 南 | 精装|中楼层(共21层)  2013年建板楼  -  |长阳|259万|单价30834元/平米
大兴|长阳|国际城精装三居，楼王位置，把边全明户型|馨然嘉园三区| | 3室1厅 | 89平米 | 南 北 | 精装|高楼层(共15层)  2012年建板楼  -  |长阳|270万|单价30338元/平米
大兴|长阳|长阳半岛，全南两居，学区名额，地铁房，诚意出售|长阳半岛怡和路1号院| | 2室2厅 | 82平米 | 南 | 精装|中楼层(共20层)  2013年建板塔结合  -  |长阳|280万|单价34147元/平米
大兴|长阳|万科金域缇香 南北通透 精装三居室 |金域缇香| | 3室2厅 | 108平米 | 南 北 | 精装|中楼层(共29层)  塔楼  -  |长阳|315万|单价29167元/平米
大兴|长阳|长阳半岛4号院 南向精装修两居室，满两年|长阳半岛4号院| | 2室1厅 | 90平米 | 南 | 精装|高楼层(共17层)  2013年建塔楼  -  |长阳|312万|单价34667元/平米
大兴|长阳|加州水郡四期  精装三居  黄金地段  交通便捷|加州水郡四期| | 3室1厅 | 91.57平米 | 南 北 | 其他|低楼层(共11层)  2011年建板楼  -  |长阳|210万|单价22934元/平米
大兴|长阳|加州水郡西南向两居西南向精装修|加州水郡四期| | 2室1厅 | 86平米 | 西南 | 精装|高楼层(共15层)  2011年建塔楼  -  |长阳|190万|单价22094元/平米
大兴|长阳|东南金角朝向，中间楼层，采光好无遮挡，小区门口位置|加州水郡四期| | 2室1厅 | 87.62平米 | 东南 | 精装|中楼层(共15层)  2011年建塔楼  -  |长阳|200万|单价22826元/平米
大兴|长阳|碧桂园豪华装修 双卫南北 两居室|碧桂园小区C区| | 2室2厅 | 107.32平米 | 南 北 | 精装|高楼层(共11层)  2006年建板楼  -  |长阳|240万|单价22364元/平米
