海淀|安宁庄|阳光北里 免税 海淀实验二小学 楼龄新 靠谱签约|阳光北里| | 3室1厅 | 85.5平米 | 西 南 | 简装|高楼层(共18层)  1999年建塔楼  -  |安宁庄|450万|单价52632元/平米
海淀|二里庄|志新西路一号院 2居室 南北通透 中间楼层 满五年唯一|志新西路一号院| | 2室1厅 | 95.11平米 | 南 北 | 精装|低楼层(共6层)  1999年建板楼  -  |二里庄|585万|单价61508元/平米
海淀|二里庄|二里庄北里 南北通透一居室 已改两居 满五唯一 近地铁|二里庄北里| | 2室1厅 | 49.7平米 | 西 南 北 | 精装|高楼层(共6层)  1992年建板楼  -  |二里庄|340万|单价68411元/平米
海淀|二里庄|二里庄北里★地铁15号线沿线一居室★有钥匙看房随时|二里庄北里| | 1室1厅 | 41.7平米 | 南 | 简装|高楼层(共6层)  1992年建板楼  -  |二里庄|265万|单价63550元/平米
海淀|二里庄|石油大院 精装两居 全明户型 石油附小学区 |石油大院| | 2室1厅 | 60.27平米 | 西 北 | 精装|高楼层(共16层)  1990年建塔楼  -  |二里庄|450万|单价74665元/平米
海淀|二里庄|二里庄干休所☞南北大三居★石油附小学区房|二里庄小区| | 3室1厅 | 70.6平米 | 南 北 | 简装|高楼层(共6层)  1992年建板楼  -  |二里庄|550万|单价77904元/平米
海淀|二里庄|志新北里 2室1厅 575万|志新北里| | 2室1厅 | 74.2平米 | 东 西 | 简装|高楼层(共13层)  1996年建板塔结合  -  |二里庄|575万|单价77494元/平米
海淀|二里庄|牡丹园 志新村小区 石油附小 东南两三居 双阳台 |志新村| | 3室1厅 | 74.8平米 | 东 南 | 简装|低楼层(共18层)  1993年建塔楼  -  |二里庄|550万|单价73530元/平米
海淀|二里庄|健翔园小区 石油附小学区 东南北大两居 全明格局|健翔园| | 2室1厅 | 95.91平米 | 东 南 北 | 精装|低楼层(共24层)  1999年建塔楼  -  |二里庄|550万|单价57346元/平米
海淀|二里庄|二里庄科技大学 有电梯西南向学校里面三居室出售|科技大学| | 3室1厅 | 96.85平米 | 西南 | 简装|中楼层(共24层)  2000年建塔楼  -  |二里庄|730万|单价75375元/平米
海淀|二里庄|二里庄石油大院 大院内板楼中间层学区房两居室出售|石油大院| | 2室1厅 | 58.5平米 | 东 西 | 简装|高楼层(共6层)  1991年建板楼  -  |二里庄|400万|单价68377元/平米
海淀|二里庄|志新村双南两居室  明厨明卫  石油附小学区房|志新村| | 2室1厅 | 56.9平米 | 南 | 简装|高楼层(共6层)  1989年建板楼  -  |二里庄|420万|单价73814元/平米
海淀|二里庄|二里庄 南北通透三居 石油附小学区 满五年唯一|二里庄小区| | 3室1厅 | 76.8平米 | 南 北 | 精装|高楼层(共6层)  1992年建板楼  -  |二里庄|560万|单价72917元/平米
海淀|二里庄|志新村  两居室 南北通透  重点学区房，|志新村| | 2室1厅 | 60.4平米 | 南 北 | 简装|低楼层(共6层)  1992年建板楼  -  |二里庄|450万|单价74504元/平米
海淀|二里庄|海淀区二里庄小区 西南向两居室出售|二里庄小区| | 2室1厅 | 65.9平米 | 西南 | 简装|中楼层(共18层)  1995年建塔楼  -  |二里庄|483万|单价73293元/平米
海淀|二里庄|石油大院 西南无遮挡 2居 石油附小学区房|石油大院| | 2室1厅 | 90.41平米 | 南 西 | 简装|低楼层(共16层)  1990年建塔楼  -  |二里庄|555万|单价61388元/平米
海淀|二里庄|志新村小区 石油附小学区 正规两居|志新村| | 2室1厅 | 62.9平米 | 东 | 毛坯|高楼层(共18层)  1994年建塔楼  -  |二里庄|420万|单价66773元/平米
海淀|二里庄|二里庄石油大院 大院里面板楼中间层学区房两居室出售|石油大院| | 2室1厅 | 58.5平米 | 东 西 | 简装|高楼层(共6层)  1991年建板楼  -  |二里庄|410万|单价70086元/平米
海淀|二里庄|北沙滩地铁旁  南北通透 板楼中间层 看房方便|志新东路甲8号| | 2室1厅 | 63平米 | 南 北 | 简装|高楼层(共6层)  1991年建板楼  -  |二里庄|400万|单价63493元/平米
海淀|二里庄|石油大院  南北通透三居室    石油附小学区房|石油大院| | 3室0厅 | 56.4平米 | 南 北 | 简装|中楼层(共6层)  1981年建板楼  -  |二里庄|460万|单价81561元/平米
海淀|二里庄|健翔园大一居石油附小学区满5年|健翔园| | 1室1厅 | 60.38平米 | 西南 | 简装|低楼层(共24层)  2000年建塔楼  -  |二里庄|395万|单价65420元/平米
海淀|二里庄|科技大学 双南向两居室 低楼层 采光棒|科技大学| | 2室1厅 | 54平米 | 南 | 简装|低楼层(共5层)  1979年建板楼  -  |二里庄|398万|单价73704元/平米
海淀|二里庄|志新村不临街带电梯正规两居高楼层视野好学区房|志新村| | 2室1厅 | 61.6平米 | 南 | 简装|高楼层(共18层)  1990年建塔楼  -  |二里庄|440万|单价71429元/平米
海淀|二里庄|石油大院三居室楼层适中南北通透|石油大院| | 3室2厅 | 100.41平米 | 南 北 | 精装|低楼层(共6层)  1990年建板楼  -  |二里庄|750万|单价74694元/平米
海淀|二里庄|石油大院 双南向正规两居室电梯房学区房|石油大院| | 2室1厅 | 60.78平米 | 南 北 | 简装|中楼层(共16层)  1990年建塔楼  -  |二里庄|450万|单价74038元/平米
海淀|二里庄|二里庄北里西向大一居 满两年公房 采光好 近地铁|二里庄北里| | 1室1厅 | 47.1平米 | 西 | 简装|高楼层(共6层)  1992年建板楼  -  |二里庄|245万|单价52017元/平米
海淀|二里庄|科技大学中心位置，双南两居采光好，无遮挡|科技大学| | 2室1厅 | 54.65平米 | 南 | 其他|高楼层(共6层)  1980年建板楼  -  |二里庄|395万|单价72279元/平米
海淀|二里庄|石油附小学区 健翔园小区  西南向 景观四居  看房方便|健翔园| | 4室2厅 | 168.61平米 | 西南 | 精装|高楼层(共24层)  1999年建塔楼  -  |二里庄|1000万|单价59309元/平米
海淀|二里庄|石油附小学区房 全明格局三居室 采光好|二里庄小区| | 3室1厅 | 77.88平米 | 南 西 | 简装|低楼层(共18层)  1990年建塔楼  -  |二里庄|500万|单价64202元/平米
海淀|二里庄|志新村全南向两居室，全明格局，学区房|志新村| | 2室1厅 | 56.3平米 | 南 | 简装|高楼层(共6层)  1995年建板楼  -  |二里庄|410万|单价72825元/平米
海淀|二里庄|科技大学南北通透电梯板楼一居 业主诚意出售 看房方便|科技大学| | 1室1厅 | 44.32平米 | 南 北 | 其他|中楼层(共12层)  1985年建板塔结合  -  |二里庄|320万|单价72203元/平米
海淀|二里庄|志新村南北通透一居室，采光好，有客厅|志新村| | 1室1厅 | 44.85平米 | 南 北 | 简装|中楼层(共6层)  1995年建板楼  -  |二里庄|335万|单价74694元/平米
海淀|二里庄|二里庄小区 石油附小学区 南北通透两居|二里庄小区| | 2室1厅 | 55.7平米 | 南 北 | 精装|高楼层(共6层)  1992年建板楼  -  |二里庄|430万|单价77200元/平米
海淀|二里庄|志新村 正南向 中间楼层石油附小学区房|志新村| | 1室1厅 | 42.4平米 | 南 | 简装|高楼层(共6层)  1989年建板楼  -  |二里庄|330万|单价77831元/平米
海淀|二里庄|石油附小学区  小区中间位置  看房方便 靠谱签约 |健翔园| | 2室1厅 | 95.91平米 | 西 北 | 简装|中楼层(共24层)  1999年建塔楼  -  |二里庄|620万|单价64644元/平米
海淀|二里庄|科技大学+满五年+双南向+诚心出售|科技大学| | 2室1厅 | 54.7平米 | 南 | 精装|高楼层(共6层)  1980年建板楼  -  |二里庄|390万|单价71298元/平米
海淀|二里庄|志新北里两居室带大客厅，带电梯，|志新北里| | 2室1厅 | 78.5平米 | 南 西 | 简装|中楼层(共15层)  1998年建板塔结合  -  |二里庄|500万|单价63695元/平米
海淀|二里庄|二里庄商圈志新村小区  西南向两居出售|志新村| | 2室1厅 | 73.8平米 | 西南 | 简装|高楼层(共18层)  1993年建塔楼  -  |二里庄|515万|单价69784元/平米
海淀|二里庄|二里庄北里中间层，西南向一居室。|二里庄北里| | 1室1厅 | 42.1平米 | 南 西 | 精装|中楼层(共6层)  1992年建板楼  -  |二里庄|265万|单价62946元/平米
海淀|二里庄|科技大学   小区院内房子    不临街  无遮挡|科技大学| | 2室1厅 | 61平米 | 南 北 | 精装|高楼层(共6层)  1988年建板楼  -  |二里庄|450万|单价73771元/平米
海淀|二里庄|北京科技大学 南北向一居室 高楼层 视野好 |科技大学| | 2室1厅 | 44.32平米 | 南 北 | 精装|高楼层(共12层)  1985年建板塔结合  -  |二里庄|360万|单价81228元/平米
海淀|二里庄|精致一居 可落户石油附小 满五唯一 黄金楼层 随时看房|二里庄小区| | 1室1厅 | 42.52平米 | 南 | 简装|低楼层(共6层)  1992年建板楼  -  |二里庄|355万|单价83491元/平米
海淀|二里庄|志新北里半地下两居室学区房，有采光|志新北里| | 2室1厅 | 56平米 | 南 北 | 毛坯|地下室(共6层)  1992年建板楼  -  |二里庄|235万|单价41965元/平米
海淀|二里庄|健翔园 东南向两居室 高楼层观景房|健翔园| | 2室2厅 | 110.99平米 | 东 南 | 简装|高楼层(共24层)  1999年建塔楼  -  |二里庄|710万|单价63970元/平米
海淀|二里庄|北航校内 临近五道口两居室全明格局 精装修直接入住|北航家属院| | 2室1厅 | 62平米 | 南 | 简装|高楼层(共6层)  1996年建板楼  -  |二里庄|480万|单价77420元/平米
海淀|二里庄|二里庄北里☞南北通透大客厅两居★满五年成本价公房|二里庄北里| | 2室1厅 | 62平米 | 南 北 | 精装|高楼层(共6层)  1992年建板楼  -  |二里庄|330万|单价53226元/平米
海淀|二里庄|二里庄塔楼东南1居室 海淀区重点学校石油附小学区房 |二里庄小区| | 1室1厅 | 47.1平米 | 东 | 精装|中楼层(共18层)  1994年建塔楼  -  |二里庄|360万|单价76434元/平米
海淀|二里庄|志新北里 半地下朝南2居 石油附小学区房|志新北里| | 2室1厅 | 55平米 | 南 北 | 简装|地下室(共6层)  1996年建板楼  -  |二里庄|230万|单价41819元/平米
海淀|二里庄|二里庄北里 一层东西通透二居 地铁房|二里庄北里| | 2室1厅 | 64.1平米 | 东 西 | 其他|低楼层(共6层)  1992年建板楼  -  |二里庄|440万|单价68643元/平米
海淀|二里庄|二里庄石油大院 南北通透可对外出售三居室|石油大院| | 3室2厅 | 90.41平米 | 南 北 | 简装|高楼层(共6层)  1990年建板楼  -  |二里庄|700万|单价77426元/平米
海淀|二里庄|志新北里小区 诚意出售半地下一居 总价低 可落户|志新北里| | 1室1厅 | 40.7平米 | 南 | 简装|地下室(共6层)  1992年建板楼  -  |二里庄|190万|单价46684元/平米
海淀|二里庄|二里庄   东西通透   客厅朝南有窗户|二里庄小区| | 2室1厅 | 56.3平米 | 东 南 西 | 简装|高楼层(共6层)  1993年建板楼  -  |二里庄|440万|单价78153元/平米
海淀|二里庄|南北通透两居室 石油附小学区 业主诚心出售|志新北里| | 3室1厅 | 93平米 | 南 北 | 简装|地下室(共6层)  1996年建板楼  -  |二里庄|330万|单价35484元/平米
海淀|二里庄|石油附小学区 志新村 特低单价精装修东向两居|志新村| | 2室1厅 | 62.9平米 | 东 | 精装|中楼层(共18层)  1990年建塔楼  -  |二里庄|410万|单价65183元/平米
海淀|二里庄|南北通透三居室 石油附小学区房|二里庄小区| | 3室1厅 | 76.78平米 | 南 北 | 简装|高楼层(共6层)  1992年建板楼  -  |二里庄|550万|单价71634元/平米
海淀|二里庄|石油附小学区 志新村 板楼全南向精装三居 罕见大客厅|志新村| | 3室1厅 | 76.1平米 | 东南 | 精装|高楼层(共6层)  1992年建板楼  -  |二里庄|550万|单价72274元/平米
海淀|二里庄|科技大学校园内 两居室 业主诚意出售|科技大学| | 2室1厅 | 60.39平米 | 南 北 | 其他|高楼层(共4层)  1988年建板楼  -  |二里庄|430万|单价71204元/平米
海淀|二里庄|二里庄小区 2室1厅 500万|二里庄小区| | 2室1厅 | 61.6平米 | 南 | 其他|低楼层(共18层)  1994年建塔楼  -  |二里庄|500万|单价81169元/平米
海淀|二里庄|科技大学朝南向2居室 户型合理 采光好|科技大学| | 2室1厅 | 54.7平米 | 南 | 精装|中楼层(共6层)  1980年建板楼  -  |二里庄|400万|单价73127元/平米
海淀|二里庄|大一居，两个厅，带书房，精装修，可高贷款|志新西路七号院| | 1室1厅 | 70平米 | 南 北 | 精装|高楼层(共6层)  1999年建板楼  -  |二里庄|510万|单价72858元/平米
海淀|二里庄|二里庄小区 2室1厅 480万|二里庄小区| | 2室1厅 | 62.7平米 | 西北 | 简装|低楼层(共6层)  1992年建板楼  -  |二里庄|480万|单价76556元/平米
海淀|公主坟|翠微小学 带标准客厅 满五年唯一 空户口 学区无占用|翠微南里| | 2室1厅 | 80.73平米 | 南 | 精装|高楼层(共18层)  1990年建塔楼  -  |公主坟|610万|单价75561元/平米
海淀|公主坟|烟雨公园旁 绝佳层 低税低总价 南北小三居 |翠微北里| | 2室1厅 | 56.9平米 | 南 北 | 简装|低楼层(共6层)  1983年建板楼  -  |公主坟|440万|单价77329元/平米
海淀|公主坟|翠微学区房 双南两居室 满五年唯一 带电梯|翠微东里| | 2室1厅 | 66.4平米 | 南 | 简装|高楼层(共18层)  1988年建塔楼  -  |公主坟|499万|单价75151元/平米
海淀|公主坟|柳林馆东南朝向两居室 带12平米客厅 楼下就是翠微小学|柳林馆| | 2室1厅 | 63.5平米 | 南 | 精装|高楼层(共16层)  1985年建塔楼  -  |公主坟|508万|单价80000元/平米
海淀|公主坟|翠微学区房 满五年唯一 可改两居室 |翠微北里| | 1室1厅 | 50.5平米 | 东 | 简装|低楼层(共24层)  1989年建塔楼  -  |公主坟|398万|单价78812元/平米
海淀|公主坟|南北通透三居室，中间层，采光好。翠微小学|普惠南里| | 3室1厅 | 71平米 | 南 北 | 精装|中楼层(共6层)  1989年建板楼  -  |公主坟|570万|单价80282元/平米
海淀|公主坟|玉渊潭公园满五唯一全南向电梯房中间层随时可看|普惠南里| | 3室1厅 | 87.5平米 | 南 | 精装|中楼层(共16层)  1987年建塔楼  -  |公主坟|615万|单价70286元/平米
海淀|公主坟|翠微学区 南北通透 全明格局 精装两居室 |翠微路2号院| | 2室1厅 | 60.4平米 | 南 北 | 精装|高楼层(共6层)  1988年建板楼  -  |公主坟|450万|单价74504元/平米
海淀|公主坟|业主换房急售 业主直降400万 满五唯一 随时可看|缘溪堂| | 4室2厅 | 358.54平米 | 南 北 | 精装|低楼层(共22层)  2006年建板塔结合  -  |公主坟|2400万|单价66939元/平米
海淀|公主坟|万寿路地铁口  翠微学区 全明两居带厅 黄金楼层 |万寿路24号院| | 2室1厅 | 56.5平米 | 南 北 | 简装|中楼层(共6层)  1985年建板楼  -  |公主坟|445万|单价78762元/平米
海淀|公主坟|颐源居【5居户型、户型方正】翠微学区，满五唯一|颐源居二期| | 5室2厅 | 210平米 | 南 西 | 精装|低楼层(共28层)  2001年建塔楼  -  |公主坟|1600万|单价76191元/平米
海淀|公主坟|万寿路地铁 翠微学区 满五唯一 中间层 南北通透 两居|万寿路24号院| | 2室1厅 | 56.44平米 | 南 北 | 简装|中楼层(共6层)  1985年建板楼  -  |公主坟|440万|单价77959元/平米
海淀|公主坟|翠微小学对面小户型两居 满五年唯一诚心出售|翠微南里| | 2室1厅 | 49.7平米 | 东 | 精装|高楼层(共5层)  1988年建板楼  -  |公主坟|430万|单价86520元/平米
海淀|公主坟|翠微学区，满五年唯一朝南两居室，万寿路地铁500米|翠微路2号院| | 2室1厅 | 50.6平米 | 南 | 简装|中楼层(共5层)  1984年建板楼  -  |公主坟|410万|单价81028元/平米
海淀|公主坟|大三居西南向带5个阳台还带车位，明厨明卫！|翠微嘉园| | 3室2厅 | 153.85平米 | 南 | 精装|中楼层(共20层)  2002年建板塔结合  -  |公主坟|1150万|单价74749元/平米
海淀|公主坟|翠微小学  南北三居双卧朝南 此户型双阳台 看房随时|翠微南里| | 3室1厅 | 76.6平米 | 南 北 | 简装|高楼层(共6层)  1988年建板楼  -  |公主坟|565万|单价73760元/平米
海淀|公主坟|颐源居二期 高层可观玉渊潭公园 满五年唯一  学区房|颐源居二期| | 3室2厅 | 142.11平米 | 东 北 | 精装|高楼层(共28层)  2000年建塔楼  -  |公主坟|1035万|单价72831元/平米
海淀|公主坟|新华社宿舍 南北通透 明厨明卫 中楼层 满五年唯一|羊坊店路3号院| | 3室1厅 | 70.54平米 | 南 北 | 简装|中楼层(共5层)  2004年建板楼  -  |公主坟|590万|单价83641元/平米
海淀|公主坟|翠微路2号院 南北通透2居 明厨明卫|翠微路2号院| | 2室1厅 | 48.2平米 | 南 北 | 简装|中楼层(共5层)  1976年建板楼  -  |公主坟|405万|单价84025元/平米
海淀|公主坟|翠微南里主打三居！中间楼层满五年唯一！|翠微南里| | 3室1厅 | 69.54平米 | 南 北 | 简装|中楼层(共5层)  1990年建板楼  -  |公主坟|570万|单价81968元/平米
