门头沟|滨河西区|滨河承泽苑   满五唯一  黄金地段|承泽苑| | 3室1厅 | 96.88平米 | 南 北 | 精装|低楼层(共6层)  2000年建板楼  -  |滨河西区|292万|单价30141元/平米
门头沟|大峪|惠民家园 板楼 正规的一居室  适合刚需客户|惠民家园| | 1室1厅 | 47.73平米 | 南 | 简装|中楼层(共15层)  2010年建板楼  -  |大峪|120万|单价25142元/平米
门头沟|大峪|正规一室一厅 电梯房 交通方便|中门寺南坡小区| | 1室1厅 | 49.11平米 | 南 | 毛坯|高楼层(共18层)  2015年建板楼  -  |大峪|90万|单价18327元/平米
门头沟|大峪|峪园小区 标准两居室 南北通透 满五唯一|峪园小区| | 2室1厅 | 91.94平米 | 南 北 | 简装|高楼层(共6层)  1998年建板楼  -  |大峪|215万|单价23385元/平米
门头沟|大峪|西山艺境 送地下室 送花园 送产权车位|西山环路5号院| | 3室2厅 | 141.77平米 | 南 北 | 毛坯|低楼层(共6层)  板楼  -  |大峪|950万|单价67010元/平米
门头沟|大峪|大峪南路 1室1厅 102万|大峪南路| | 1室1厅 | 38.57平米 | 南 北 | 简装|高楼层(共6层)  1980年建板楼  -  |大峪|102万|单价26446元/平米
门头沟|大峪|低楼层 南北通透 交通便利 投资|新桥南大街23号院| | 3室1厅 | 73.42平米 | 东 南 北 | 简装|低楼层(共6层)  1982年建板楼  -  |大峪|230万|单价31327元/平米
门头沟|大峪|峪园小区 南北通透三居室 楼层好|峪园小区| | 3室1厅 | 110.41平米 | 南 北 | 简装|中楼层(共6层)  1997年建板楼  -  |大峪|258万|单价23368元/平米
门头沟|大峪|大峪南路 2室1厅 150万|大峪南路| | 2室1厅 | 58.13平米 | 南 | 简装|中楼层(共16层)  1980年建塔楼  -  |大峪|150万|单价25805元/平米
门头沟|大峪|门头沟  高档社区 新桥家园 房本满五年|新桥家园| | 3室2厅 | 168.5平米 | 东南 | 精装|高楼层(共24层)  2003年建塔楼  -  |大峪|410万|单价24333元/平米
门头沟|大峪|惠民三居，南北通透，交通方便。|惠民家园| | 3室1厅 | 93平米 | 南 北 | 其他|低楼层(共11层)  2010年建板楼  -  |大峪|255万|单价27420元/平米
门头沟|大峪|龙山家园 快四车站旁 双卧朝南电梯房|黑山A1区| | 2室1厅 | 65平米 | 南 | 简装|高楼层(共28层)  2015年建板楼  -  |大峪|125万|单价19231元/平米
门头沟|大峪|峪园小区 一居室全南格局 黄金楼层|峪园小区| | 1室1厅 | 43.6平米 | 南 | 精装|中楼层(共6层)  1993年建板楼  -  |大峪|130万|单价29817元/平米
门头沟|大峪|西山艺境 洋房带阁楼 现房 房龄新|西山环路3号院| | 4室1厅 | 140平米 | 南 北 | 精装|高楼层(共8层)  2014年建板楼  -  |大峪|1000万|单价71429元/平米
门头沟|大峪|西山环路3号院 精装南北通透3居 业主诚售|西山环路3号院| | 3室2厅 | 140平米 | 南 北 | 其他|高楼层(共7层)  2014年建板楼  -  |大峪|980万|单价70000元/平米
门头沟|大峪|门头沟峪园小区 南北通透中间层的三居室首付低可贷款|峪园小区| | 3室1厅 | 68.82平米 | 南 北 | 简装|中楼层(共6层)  1986年建板楼  -  |大峪|180万|单价26156元/平米
门头沟|大峪|黑山地块 双卧朝南两居室 电梯房|黑山A1区| | 2室1厅 | 65.9平米 | 南 | 简装|中楼层(共28层)  2015年建板楼  -  |大峪|125万|单价18969元/平米
门头沟|大峪|西山艺境 南北通透 花园洋房 楼龄新|西山环路6号院| | 5室3厅 | 140.68平米 | 南 北 | 毛坯|低楼层(共9层)  2014年建板楼  -  |大峪|860万|单价61132元/平米
门头沟|大峪|西山环路6号院 小区在双峪环岛西边两站地的南侧|西山环路6号院| | 3室2厅 | 140平米 | 南 北 | 毛坯|中楼层(共9层)  2014年建板楼  -  |大峪|630万|单价45000元/平米
门头沟|大峪|西山环路6号院  精装南北通透3居 花园里安个家|西山环路6号院| | 3室2厅 | 139.95平米 | 南 北 | 精装|低楼层(共9层)  2014年建板楼  -  |大峪|850万|单价60736元/平米
门头沟|大峪|西山环路  南北通透赠送阁楼的三居室出售中|西山环路3号院| | 3室2厅 | 140平米 | 南 北 | 其他|高楼层(共9层)  2014年建板楼  -  |大峪|1000万|单价71429元/平米
门头沟|大峪|西山艺境 洋房三居室 电梯房 视野好|西山环路6号院| | 3室2厅 | 141平米 | 南 北 | 其他|高楼层(共9层)  2014年建板楼  -  |大峪|630万|单价44681元/平米
门头沟|大峪|西山环路5号院 南北通透四居室明厨明卫送下跃和花园|西山环路5号院| | 4室2厅 | 169.92平米 | 南 北 | 其他|低楼层(共6层)  板楼  -  |大峪|1100万|单价64737元/平米
门头沟|大峪|新桥家园 2室1厅 310万|新桥家园| | 2室1厅 | 109.6平米 | 东 | 其他|低楼层(共24层)  2003年建塔楼  -  |大峪|310万|单价28285元/平米
门头沟|大峪|满五年 已购公房 交通方便 中心地段 层次好 |新桥大街39号院| | 2室0厅 | 50.03平米 | 南 | 简装|中楼层(共5层)  1990年建板楼  -  |大峪|150万|单价29983元/平米
门头沟|大峪|西山环路 中楼层 全明格局 南北通透的电梯三居室出售|西山环路3号院| | 3室1厅 | 125平米 | 南 北 | 毛坯|中楼层(共8层)  2014年建板楼  -  |大峪|600万|单价48000元/平米
门头沟|大峪|黑山A5区 周边配套齐全 紧邻矿务局医院 黑山公园|黑山A5区| | 2室1厅 | 65.7平米 | 南 | 其他|低楼层(共28层)  2015年建板楼  -  |大峪|132万|单价20092元/平米
门头沟|大峪|交通便利，周边配套设施齐全，电梯房！|大峪小白楼| | 1室0厅 | 41.84平米 | 南 | 其他|低楼层(共27层)  2016年建板楼  -  |大峪|95万|单价22706元/平米
门头沟|大峪|惠民家园 1室0厅 135万|惠民家园| | 1室0厅 | 53.16平米 | 南 | 其他|高楼层(共15层)  2010年建板楼  -  |大峪|135万|单价25396元/平米
门头沟|大峪|门头沟增产路42号院 两室户型 东西通透周边设施齐全|增产路大街42号院| | 2室1厅 | 76平米 | 南 北 | 其他|高楼层(共6层)  板楼  -  |大峪|160万|单价21053元/平米
门头沟|大峪|南北通透两居室 位置好 出行便捷|峪园小区| | 2室1厅 | 64平米 | 南 北 | 简装|高楼层(共6层)  1990年建板楼  -  |大峪|148万|单价23125元/平米
门头沟|大峪|高家园2居 全南向 中间楼层 采光好|高家园二路1号院| | 2室1厅 | 62.78平米 | 南 | 其他|低楼层(共12层)  2015年建板楼  -  |大峪|130万|单价20708元/平米
门头沟|大峪|桃园小区大两居室，精装修，可拎包入住|桃园小区| | 2室1厅 | 91.98平米 | 东 西 | 简装|高楼层(共6层)  2000年建板楼  -  |大峪|186万|单价20222元/平米
门头沟|大峪|桃园小区 南北通透 黄金楼层 大两居|桃园小区| | 2室1厅 | 83平米 | 南 北 | 简装|中楼层(共6层)  2000年建板楼  -  |大峪|180万|单价21687元/平米
门头沟|大峪|门头沟 成熟社区 新桥路小区 有装修fc|新桥路小区| | 2室1厅 | 54.21平米 | 南 北 | 简装|高楼层(共6层)  1992年建板楼  -  |大峪|130万|单价23981元/平米
门头沟|大峪|金泰丽湾 南向两居室 电梯房 出行方便|金泰丽湾悦栖山| | 2室1厅 | 92.24平米 | 南 | 其他|低楼层(共21层)  2015年建板楼  -  |大峪|305万|单价33066元/平米
门头沟|大峪|门头沟高家园 南北两居室 精装修 电梯房|高家园二路1号院| | 2室1厅 | 83.66平米 | 南 北 | 其他|低楼层(共12层)  2015年建板楼  -  |大峪|180万|单价21516元/平米
门头沟|大峪|京汉铂寓 南北通透两居室 房龄新 交通便利|门头沟京汉铂寓| | 2室1厅 | 93.27平米 | 南 北 | 精装|低楼层(共27层)  2015年建板楼  -  |大峪|360万|单价38598元/平米
门头沟|大峪|金泰丽湾  南朝向一居室、室内自己随心装修|金泰丽湾悦栖山| | 1室1厅 | 75.16平米 | 南 | 其他|高楼层(共20层)  2016年建板楼  -  |大峪|200万|单价26610元/平米
门头沟|大峪|新房.纯南向.大峪小白楼一居室.业主很积极。|大峪小白楼| | 1室0厅 | 41平米 | 南 | 其他|低楼层(共27层)  2016年建板楼  -  |大峪|100万|单价24391元/平米
门头沟|大峪|惠民家园一室一厅出售低楼层交通购物方便|惠民家园| | 1室1厅 | 56.1平米 | 东 西 | 其他|低楼层(共6层)  2010年建板楼  -  |大峪|138万|单价24599元/平米
门头沟|大峪|惠民家园，精装修，纯南两居布局合理。|惠民家园| | 2室1厅 | 64平米 | 南 | 简装|中楼层(共21层)  2012年建板楼  -  |大峪|155万|单价24219元/平米
门头沟|大峪|惠民家园两居室出售 高层带电梯 双卫|惠民家园| | 2室1厅 | 92平米 | 东 西 | 精装|高楼层(共9层)  2010年建板楼  -  |大峪|235万|单价25544元/平米
门头沟|大峪|花园洋房 南北通透 一梯两户电梯房|西山环路5号院| | 3室2厅 | 141.42平米 | 南 北 | 毛坯|高楼层(共6层)  板楼  -  |大峪|700万|单价49498元/平米
门头沟|大峪|西山艺境 联排别墅 南北通透 固定车位|西山环路6号院| | 3室2厅 | 178.51平米 | 南 北 | 毛坯|高楼层(共4层)  2014年建  -  |大峪|1580万|单价88511元/平米
门头沟|大峪|门头沟京汉铂寓 3室2厅 470万|门头沟京汉铂寓| | 3室2厅 | 108平米 | 南 北 | 其他|低楼层(共27层)  2015年建板楼  -  |大峪|470万|单价43519元/平米
门头沟|大峪|黑山北小街11号院  南北通透两居室  交通便利|黑山北小街11号院| | 2室1厅 | 66平米 | 南 北 | 其他|地下室(共6层)  2000年建板楼  -  |大峪|105万|单价15910元/平米
门头沟|大峪|快四沿线龙山家园 南北通透 三居室|黑山A2区| | 3室1厅 | 86平米 | 南 北 | 毛坯|低楼层(共16层)  2015年建板楼  -  |大峪|198万|单价23024元/平米
门头沟|大峪|永新小区 2室1厅 210万|永新小区| | 2室1厅 | 85.77平米 | 南 北 | 其他|高楼层(共6层)  1996年建板楼  -  |大峪|210万|单价24485元/平米
门头沟|大峪|黑山A4区 1室0厅 86万|黑山A4区| | 1室0厅 | 46.5平米 | 南 | 其他|中楼层(共26层)  2015年建板楼  -  |大峪|86万|单价18495元/平米
门头沟|大峪|黑山东街 2室1厅 115万|黑山东街| | 2室1厅 | 38.29平米 | 南 北 | 简装|中楼层(共6层)  1988年建板楼  -  |大峪|115万|单价30034元/平米
门头沟|大峪|西山艺境傲山湾 3室2厅 650万|西山艺境傲山湾| | 3室2厅 | 170平米 | 南 北 | 其他|低楼层(共5层)  2015年建  -  |大峪|650万|单价38236元/平米
门头沟|大峪|西山环路3号院 3室2厅 700万|西山环路3号院| | 3室2厅 | 140平米 | 南 北 | 其他|低楼层(共7层)  2014年建板楼  -  |大峪|700万|单价50000元/平米
门头沟|大峪|黑山A5区 1室0厅 83万|黑山A5区| | 1室0厅 | 46平米 | 南 | 其他|高楼层(共28层)  2015年建板楼  -  |大峪|83万|单价18044元/平米
门头沟|大峪|中门寺南坡小区 3室1厅 170万|中门寺南坡小区| | 3室1厅 | 83平米 | 西南 | 其他|高楼层(共28层)  2015年建塔楼  -  |大峪|170万|单价20482元/平米
门头沟|大峪|惠民家园 1室1厅 145万|惠民家园| | 1室1厅 | 55.44平米 | 南 | 简装|高楼层(共9层)  2010年建板楼  -  |大峪|145万|单价26155元/平米
门头沟|大峪|大峪小白楼 1室0厅 92万|大峪小白楼| | 1室0厅 | 41.86平米 | 南 | 其他|中楼层(共27层)  2016年建板楼  -  |大峪|92万|单价21979元/平米
门头沟|大峪|中门寺南坡小区 1室1厅 90万|中门寺南坡小区| | 1室1厅 | 49.5平米 | 南 | 其他|中楼层(共14层)  2015年建板楼  -  |大峪|90万|单价18182元/平米
门头沟|大峪|黑山东街 2室1厅 175万|黑山东街| | 2室1厅 | 70.34平米 | 南 北 | 其他|高楼层(共6层)  2003年建板楼  -  |大峪|175万|单价24880元/平米
门头沟|大峪| 高家园二路1号院  纯南向两居电梯房出售中|高家园二路1号院| | 2室1厅 | 81.91平米 | 南 | 其他|高楼层(共12层)  2015年建板楼  -  |大峪|180万|单价21976元/平米
门头沟|大峪|惠民家园 2室1厅 160万|惠民家园| | 2室1厅 | 64平米 | 南 | 其他|中楼层(共19层)  2012年建板楼  -  |大峪|160万|单价25000元/平米
门头沟|大峪|门头沟  高档社区  看房方便 业主自住|新桥家园| | 4室1厅 | 168平米 | 南 | 简装|高楼层(共24层)  2003年建塔楼  -  |大峪|420万|单价25000元/平米
门头沟|大峪|黑山A1区 1室0厅 95万|黑山A1区| | 1室0厅 | 47平米 | 南 | 其他|中楼层(共28层)  2015年建板楼  -  |大峪|95万|单价20213元/平米
门头沟|大峪|黑山A4区 2室1厅 135万|黑山A4区| | 2室1厅 | 66平米 | 南 | 其他|低楼层(共26层)  2015年建板楼  -  |大峪|135万|单价20455元/平米
门头沟|大峪|惠民家园 1室1厅 142万|惠民家园| | 1室1厅 | 48.02平米 | 南 | 精装|低楼层(共11层)  2010年建板楼  -  |大峪|142万|单价29572元/平米
门头沟|大峪|西山环路5号院 4室2厅 890万|西山环路5号院| | 4室2厅 | 168平米 | 南 北 | 其他|低楼层(共6层)  板楼  -  |大峪|890万|单价52977元/平米
门头沟|大峪|惠民家园 2室1厅 235万|惠民家园| | 2室1厅 | 91.76平米 | 东 西 | 精装|中楼层(共9层)  2010年建板楼  -  |大峪|235万|单价25611元/平米
门头沟|大峪|新桥路小区出售低楼层两居室 可开店铺|新桥路小区| | 2室1厅 | 55平米 | 南 北 | 简装|低楼层(共6层)  1992年建板楼  -  |大峪|245万|单价44546元/平米
门头沟|大峪|房子是一层邻街，面积正好合适做底商，格局方正，|新桥路小区| | 1室1厅 | 52平米 | 东 西 | 其他|低楼层(共6层)  1992年建板楼  -  |大峪|230万|单价44231元/平米
门头沟|大峪|中昂时代广场，一居室，商住两用，不限购|中昂时代广场| | 1室1厅 | 32平米 | 西 | 其他|高楼层(共19层)  2016年建塔楼  -  |大峪|120万|单价37500元/平米
门头沟|大峪|西山环路5号院 4室1厅 820万|西山环路5号院| | 4室1厅 | 169平米 | 南 北 | 其他|低楼层(共6层)  板楼  -  |大峪|820万|单价48521元/平米
门头沟|冯村|冯村嘉园一区 低楼层 适合老人儿童居住 出售|冯村嘉园一区| | 2室2厅 | 117.88平米 | 南 北 | 精装|低楼层(共11层)  2002年建板楼  -  |冯村|298万|单价25280元/平米
门头沟|冯村|冯村嘉园 精装大三居 南北通透 满五唯一|冯村嘉园二区| | 3室2厅 | 176.17平米 | 南 北 | 精装|高楼层(共6层)  2002年建板楼  -  |冯村|375万|单价21287元/平米
门头沟|冯村|冯村嘉园二区  紧邻莲石路 出行方便|冯村嘉园二区| | 2室1厅 | 116.21平米 | 南 北 | 简装|高楼层(共6层)  2002年建板楼  -  |冯村|275万|单价23665元/平米
门头沟|冯村|冯村嘉园一区 带电梯 大两居 出小区 冯村公交站|冯村嘉园一区| | 2室1厅 | 117.88平米 | 南 北 | 简装|低楼层(共11层)  2002年建板楼  -  |冯村|290万|单价24602元/平米
门头沟|冯村|紧邻莲石路  交通方便  购物方便|冯村信园小区| | 2室1厅 | 79.77平米 | 南 北 | 简装|中楼层(共6层)  1997年建板楼  -  |冯村|210万|单价26326元/平米
门头沟|冯村|长安街西沿线 交通便利 南北通透一梯两户|冯村嘉园二区| | 2室1厅 | 88.87平米 | 南 北 | 简装|高楼层(共6层)  2002年建板楼  -  |冯村|275万|单价30945元/平米
门头沟|冯村|满五唯一  南北通透三居室  紧邻莲石路|冯村嘉园一区| | 3室2厅 | 167.72平米 | 南 北 | 简装|高楼层(共6层)  2002年建板楼  -  |冯村|360万|单价21465元/平米
门头沟|冯村|冯村嘉园底楼层 底商 现在经营美容院  两居 出售 |冯村嘉园一区| | 2室1厅 | 96.43平米 | 南 北 | 精装|低楼层(共6层)  2002年建板楼  -  |冯村|325万|单价33704元/平米
门头沟|冯村|冯村嘉园二区 2室1厅 278万|冯村嘉园二区| | 2室1厅 | 92.7平米 | 南 北 | 精装|中楼层(共6层)  2002年建板楼  -  |冯村|278万|单价29990元/平米
门头沟|冯村|冯村嘉园二区 顶层带阁楼 采光好 利用空间大 出售|冯村嘉园二区| | 2室1厅 | 93.58平米 | 南 北 | 精装|高楼层(共6层)  2002年建板楼  -  |冯村|275万|单价29387元/平米
门头沟|冯村|在建中的长安街旁电梯复式次顶层 精装修 观景视线好|冯村嘉园一区| | 4室2厅 | 209平米 | 南 北 | 精装|高楼层(共11层)  2002年建板楼  -  |冯村|470万|单价22489元/平米
门头沟|冯村|冯村嘉园 大两室 电梯房 采光好  正在出售  |冯村嘉园一区| | 2室1厅 | 110.31平米 | 南 北 | 精装|高楼层(共11层)  2002年建板楼  -  |冯村|270万|单价24477元/平米
门头沟|冯村|丽景长安精装修三居室 南北通透 全明户型 人车分离|丽景长安| | 3室1厅 | 139.41平米 | 南 北 | 其他|高楼层(共10层)  2012年建板楼  -  |冯村|519万|单价37229元/平米
