昌平|安宁庄|阳光北里 免税 海淀实验二小学 楼龄新 靠谱签约|阳光北里| | 3室1厅 | 85.5平米 | 西 南 | 简装|高楼层(共18层)  1999年建塔楼  -  |安宁庄|450万|单价52632元/平米
昌平|东关|随园 小区中间位置，南北通透，上下两层，精装修|随园| | 3室2厅 | 135.6平米 | 南 北 | 简装|高楼层(共8层)  2009年建板楼  -  |东关|400万|单价29499元/平米
昌平|东关|北京风景 3室2厅 360万|北京风景| | 3室2厅 | 104.3平米 | 南 北 | 其他|高楼层(共5层)  2013年建板楼  -  |东关|360万|单价34516元/平米
昌平|东关| 富泉花园   南北通透三居室   电梯房  格局方正|富泉花园| | 3室2厅 | 178平米 | 南 北 | 其他|高楼层(共5层)  2001年建板楼  -  |东关|480万|单价26967元/平米
昌平|东关|东关宁馨苑 电梯房大四居 适合三世同堂家庭|宁馨苑| | 4室2厅 | 285平米 | 南 北 | 其他|高楼层(共11层)  2003年建板楼  -  |东关|580万|单价20351元/平米
昌平|东关|随园。三居室，精装修。满五年。观景楼层|随园| | 3室2厅 | 140.86平米 | 南 北 | 精装|中楼层(共11层)  2009年建板楼  -  |东关|362万|单价25700元/平米
昌平|东关|东关南里南北精装修两居室 满五唯一|东关南里小区| | 2室2厅 | 115.36平米 | 南 北 | 精装|高楼层(共6层)  1998年建板楼  -  |东关|260万|单价22539元/平米
昌平|东关|富泉花园  别墅区  南北通透，带30平小院|富泉花园| | 4室2厅 | 185.67平米 | 南 北 | 精装|低楼层(共6层)  2001年建板楼  -  |东关|530万|单价28546元/平米
昌平|东关|富泉花园，独栋别墅，南北通透，精装修|富泉花园| | 5室4厅 | 263平米 | 南 北 | 精装|低楼层(共2层)  2001年建  -  |东关|950万|单价36122元/平米
昌平|东关|富泉花园 平层大三居室 精装修 |富泉花园| | 3室2厅 | 181.85平米 | 南 北 | 简装|中楼层(共6层)  2001年建板楼  -  |东关|490万|单价26946元/平米
昌平|东关|富泉花园 南北通透独栋别墅 看房提前联系|富泉花园| | 7室3厅 | 263.81平米 | 南 北 | 其他|低楼层(共2层)  2001年建  -  |东关|1100万|单价41697元/平米
昌平|东关|富泉花园小区 南北通透 平层大四居 小区环境优美 |富泉花园| | 4室2厅 | 185.35平米 | 北 东南 | 其他|低楼层(共6层)  2001年建板楼  -  |东关|485万|单价26167元/平米
昌平|东关|畅椿阁小区 南北通透 精装修 电梯房 |畅椿阁| | 3室2厅 | 156平米 | 南 北 | 精装|低楼层(共16层)  2009年建板塔结合  -  |东关|380万|单价24359元/平米
昌平|东关|东关南里南北精装修三居室  精装修 拎包入住|东关南里小区| | 3室2厅 | 124平米 | 南 北 | 精装|高楼层(共5层)  1999年建板楼  -  |东关|300万|单价24194元/平米
昌平|东关|佳莲二期 一层 两居室 看房方便  精装修 |佳莲二期| | 2室1厅 | 100.94平米 | 南 北 | 精装|低楼层(共6层)  2005年建板楼  -  |东关|270万|单价26749元/平米
昌平|东关|富泉花园 四室两厅一厨两卫 低楼层 看房提前打电话|富泉花园| | 4室2厅 | 185.35平米 | 东 南 西 北 | 精装|低楼层(共6层)  2001年建板楼  -  |东关|495万|单价26707元/平米
昌平|东关|明厨明卫，经典户型，主卧朝南，南北通透。|京科苑| | 2室1厅 | 75.15平米 | 南 北 | 简装|高楼层(共6层)  1998年建板楼  -  |东关|200万|单价26614元/平米
昌平|东关|畅椿阁 正规两居 南北通透 二层|畅椿阁| | 2室1厅 | 55平米 | 南 北 | 其他|中楼层(共5层)  2009年建板楼  -  |东关|155万|单价28182元/平米
昌平|东关|京科苑  南北双通透 三   居室  |水关新村| | 3室1厅 | 96.6平米 | 南 北 | 其他|高楼层(共6层)  1997年建板楼  -  |东关|260万|单价26916元/平米
昌平|东关|清秀园北区+满两年+原值69+中间楼层|清秀园北区| | 2室1厅 | 68.85平米 | 南 | 精装|中楼层(共7层)  2003年建板塔结合  -  |东关|170万|单价24692元/平米
昌平|东关|建安里小区  复式 电梯房  精装修 南北通透|建安里小区| | 5室4厅 | 355平米 | 东 南 西 北 | 精装|高楼层(共11层)  2003年建板楼  -  |东关|1100万|单价30986元/平米
昌平|东关|清秀园南区 经典三居室 南北通透 |清秀园南区| | 3室2厅 | 150平米 | 南 北 | 精装|中楼层(共8层)  2001年建板楼  -  |东关|350万|单价23334元/平米
昌平|东关|东关地铁旁正规三居室　带３０平米空中花园|宁馨苑| | 3室2厅 | 155平米 | 南 北 | 简装|高楼层(共6层)  2002年建板楼  -  |东关|340万|单价21936元/平米
昌平|东关|南北通透 户型方正 148平米大户型 适合老人孩子一起住|东关南里小区| | 3室2厅 | 148平米 | 南 北 | 精装|低楼层(共6层)  2001年建板楼  -  |东关|420万|单价28379元/平米
昌平|东关|东关南里小区+正规三居室+成熟社区|东关南里小区| | 3室1厅 | 123.75平米 | 南 北 | 其他|高楼层(共6层)  2001年建板楼  -  |东关|249万|单价20122元/平米
昌平|东关|清秀园南区低楼层南北通透三居室|清秀园南区| | 3室2厅 | 151.74平米 | 南 北 | 简装|低楼层(共6层)  2001年建板楼  -  |东关|390万|单价25702元/平米
昌平|东关|东关地铁旁 宁馨苑 正规大四居带40平空中花园|宁馨苑| | 4室3厅 | 206.7平米 | 南 北 | 精装|高楼层(共6层)  2003年建板楼  -  |东关|420万|单价20320元/平米
昌平|东关|东关南里 三室两厅一厨两卫 不临街|东关南里小区| | 3室2厅 | 134平米 | 南 北 | 简装|中楼层(共6层)  2000年建板楼  -  |东关|380万|单价28359元/平米
昌平|东关|京科苑 大三居 南北双通透 户型方正 精装修|京科苑| | 3室1厅 | 137.99平米 | 南 北 | 精装|高楼层(共6层)  2001年建板楼  -  |东关|375万|单价27176元/平米
昌平|东关|京科苑  南北通透复式   精装修|京科苑| | 6室2厅 | 207平米 | 南 北 | 精装|高楼层(共5层)  2001年建板楼  -  |东关|400万|单价19324元/平米
昌平|东关|东关南里小区 南北通透 楼王位置 |东关南里小区| | 3室2厅 | 151平米 | 南 北 | 简装|高楼层(共6层)  1998年建板楼  -  |东关|330万|单价21855元/平米
昌平|东关|富泉花园 南北通透 上下两层复式|富泉花园| | 4室2厅 | 182平米 | 南 北 | 简装|低楼层(共3层)  2001年建板楼  -  |东关|485万|单价26649元/平米
昌平|东关|石油大学松原宿舍 小三居 三卧朝南 南北通透 中间层|石油大学松园宿舍| | 3室1厅 | 86.03平米 | 南 北 | 简装|中楼层(共5层)    -  |东关|195万|单价22667元/平米
昌平|东关|福地家园 3室2厅 370万|福地家园| | 3室2厅 | 138.6平米 | 北 南 | 其他|高楼层(共6层)  2000年建板楼  -  |东关|370万|单价26696元/平米
昌平|东关|清秀园南区  总价低  可落户 看房方便|清秀园南区| | 1室1厅 | 42平米 | 南 | 简装|高楼层(共6层)  1989年建板楼  -  |东关|100万|单价23810元/平米
昌平|东关|东关南里+优质精装完美两居室，全明格局，地铁房|东关南里小区| | 2室1厅 | 59平米 | 南 北 | 其他|中楼层(共7层)  2001年建板楼  -  |东关|160万|单价27119元/平米
昌平|东关|东关南里小区 两居室 交通便利 |东关南里小区| | 2室1厅 | 60.6平米 | 东 | 其他|高楼层(共6层)  1990年建板楼  -  |东关|143万|单价23598元/平米
昌平|东关|昌平福地家园 东西两居室 满二年原值210万|福地家园| | 2室2厅 | 127平米 | 东 西 | 简装|高楼层(共6层)  2002年建板楼  -  |东关|270万|单价21260元/平米
昌平|东关|管厂宿舍 1室1厅 155万|管厂宿舍| | 1室1厅 | 60平米 | 南 北 | 其他|高楼层(共6层)    -  |东关|155万|单价25834元/平米
昌平|东关|清秀园北区 南向两居 中间楼层|清秀园北区| | 2室1厅 | 72.34平米 | 南 | 简装|中楼层(共5层)  1994年建板楼  -  |东关|185万|单价25574元/平米
昌平|东关|昌平北京风景 南北三居两卫，地铁800米内，电梯房|北京风景| | 3室2厅 | 119平米 | 南 北 | 精装|高楼层(共6层)  2013年建板楼  -  |东关|375万|单价31513元/平米
昌平|东关|满五年1%个税 昌盛园小学 南北双通透 5层 |京科苑| | 3室1厅 | 85.9平米 | 南 北 | 简装|高楼层(共6层)  1994年建板楼  -  |东关|250万|单价29104元/平米
昌平|东关|清秀园北区   南北通透   小区环境好  诚心出售|清秀园北区| | 2室2厅 | 96.66平米 | 南 北 | 简装|中楼层(共6层)  2003年建板楼  -  |东关|275万|单价28451元/平米
昌平|东关|北京风景 南北通透精装三居室   带电梯全明格局|北京风景| | 3室1厅 | 132平米 | 南 北 | 精装|低楼层(共6层)  2013年建板楼  -  |东关|420万|单价31819元/平米
昌平|东关|东关北里小区 精装修南向两居 中间位置 采光好视野佳|东关北里小区| | 2室1厅 | 64平米 | 南 | 简装|高楼层(共6层)  1993年建板楼  -  |东关|170万|单价26563元/平米
昌平|东关|京科苑3居  南北通透  看房方便|京科苑| | 3室2厅 | 83平米 | 南 北 | 简装|低楼层(共6层)  1995年建板楼  -  |东关|240万|单价28916元/平米
昌平|东关|清秀园北区 两居室 满五年 老式精装修|清秀园北区| | 2室2厅 | 107.45平米 | 南 北 | 其他|中楼层(共6层)  1996年建板楼  -  |东关|260万|单价24198元/平米
昌平|东关|世涛天朗小区 南北双通透两居 精装修 看房方便|昌盛园三区| | 2室1厅 | 105平米 | 南 北 | 其他|高楼层(共6层)  2005年建板楼  -  |东关|325万|单价30953元/平米
昌平|东关|建安里紧邻东关地铁站　正规南北一居室　|建安里小区| | 1室1厅 | 51平米 | 南 | 简装|高楼层(共6层)  1995年建板楼  -  |东关|140万|单价27451元/平米
昌平|东关|清秀园北区 满两年 精装修 南北一居室|清秀园北区| | 1室1厅 | 71.53平米 | 南 北 | 其他|中楼层(共7层)  2003年建板楼  -  |东关|165万|单价23068元/平米
昌平|东关|清秀园南区 精装修一天没住过 周边配套齐全 |清秀园南区| | 2室1厅 | 74.65平米 | 南 北 | 精装|中楼层(共7层)  2003年建板楼  -  |东关|210万|单价28132元/平米
昌平|东关|昌盛园三区南北通透两居视野宽阔前无遮挡|昌盛园三区| | 2室1厅 | 84.28平米 | 南 北 | 其他|高楼层(共6层)  2002年建板楼  -  |东关|250万|单价29664元/平米
昌平|东关|东关北里 两室两卫  精装修  送地下室|东关北里小区| | 2室1厅 | 101平米 | 东 西 | 精装|高楼层(共7层)  2001年建板楼  -  |东关|235万|单价23268元/平米
昌平|东关|东关地铁旁 宁馨苑正规大三居 有电梯！|宁馨苑| | 3室1厅 | 144.4平米 | 东 南 西 北 | 其他|高楼层(共17层)  2003年建板楼  -  |东关|320万|单价22161元/平米
昌平|东关|东关南里低楼层南北精装修两居室|东关南里小区| | 2室1厅 | 51.37平米 | 南 北 | 其他|低楼层(共6层)  1992年建板楼  -  |东关|200万|单价38934元/平米
昌平|东关|昌盛园一区，满五年1%个税，正规三居，带个小院！|昌盛园一区| | 3室2厅 | 123.1平米 | 南 北 | 简装|低楼层(共6层)  1996年建板楼  -  |东关|380万|单价30870元/平米
昌平|东关|昌盛园二区 满二年 精装修 南北通透 靠谱出售|昌盛园二区| | 2室2厅 | 90.88平米 | 南 北 | 其他|中楼层(共6层)  2000年建板楼  -  |东关|260万|单价28610元/平米
昌平|东关|东关南里小区 两居室 交通便利 |东关南里小区| | 2室1厅 | 58.2平米 | 东 | 其他|低楼层(共5层)  1990年建板楼  -  |东关|165万|单价28351元/平米
昌平|东关|佳莲二期东西大两居 楼层高采光好|佳莲二期| | 2室2厅 | 91平米 | 东 西 | 其他|高楼层(共6层)  2005年建板楼  -  |东关|210万|单价23077元/平米
昌平|东关|富泉花园 4室2厅 700万|富泉花园| | 4室2厅 | 209.15平米 | 南 北 | 其他|低楼层(共5层)  2001年建板楼  -  |东关|700万|单价33469元/平米
昌平|东关|东关南里小区 南北通透 两居室|东关南里小区| | 2室1厅 | 89平米 | 南 北 | 简装|高楼层(共6层)  1998年建板楼  -  |东关|220万|单价24720元/平米
昌平|东关|清秀园北区+低楼层+南北+商业用房|清秀园北区| | 1室0厅 | 111.37平米 | 南 北 | 其他|低楼层(共7层)  2003年建板塔结合  -  |东关|225万|单价20203元/平米
昌平|东关|昌盛园二区  满五年 南北两居室|昌盛园二区| | 3室1厅 | 122.4平米 | 南 北 | 精装|高楼层(共6层)  1994年建板楼  -  |东关|280万|单价22876元/平米
昌平|东关|水关新村  南北通透2居  带露台|水关新村| | 2室2厅 | 88平米 | 南 北 | 简装|高楼层(共6层)  2002年建板楼  -  |东关|230万|单价26137元/平米
昌平|东关|佳莲二期通透一居 可上三街小学、昌平一中|佳莲二期| | 1室1厅 | 57.8平米 | 东 西 | 简装|高楼层(共6层)  2005年建板楼  -  |东关|135万|单价23357元/平米
昌平|东关|清秀园北区 朝东正规一居室 精装修|清秀园北区| | 1室0厅 | 60平米 | 东 | 其他|高楼层(共19层)  2003年建塔楼  -  |东关|150万|单价25000元/平米
昌平|东关|水关新村+高楼层+南北户型+两居室|水关新村| | 2室1厅 | 77.06平米 | 南 北 | 其他|高楼层(共6层)  2000年建板楼  -  |东关|175万|单价22710元/平米
昌平|东关|京科苑3居  南北通透  看房方便|京科苑| | 3室2厅 | 121.5平米 | 南 北 | 其他|高楼层(共6层)  1998年建板楼  -  |东关|300万|单价24692元/平米
昌平|东关|昌盛园三区 中间楼层 南北通透两居室|昌盛园三区| | 2室1厅 | 84.28平米 | 南 北 | 其他|中楼层(共6层)  2002年建板楼  -  |东关|249万|单价29545元/平米
昌平|东关|清秀园南区 南北通透 两居室 满五年唯一|清秀园南区| | 2室1厅 | 64.6平米 | 南 北 | 简装|高楼层(共6层)  1989年建板楼  -  |东关|170万|单价26316元/平米
昌平|东关|东关二条 南北三居室 格局好 户型好|东环路小区| | 3室1厅 | 69.7平米 | 南 北 | 其他|高楼层(共6层)  1995年建板楼  -  |东关|190万|单价27260元/平米
昌平|东关|东关二条  三室一厅  户型方正|东关二条| | 3室1厅 | 118.94平米 | 南 北 | 简装|高楼层(共6层)  1996年建板楼  -  |东关|248万|单价20851元/平米
昌平|东关|清秀园南区 半地下带窗户 南北通透 |清秀园南区| | 3室1厅 | 127平米 | 南 北 | 其他|低楼层(共8层)  2001年建板楼  -  |东关|135万|单价10630元/平米
昌平|东关|清秀园北区 正规一室一厅 年代新 有电梯|清秀园北区| | 1室1厅 | 68.25平米 | 南 | 精装|高楼层(共7层)  2003年建板塔结合  -  |东关|150万|单价21979元/平米
昌平|东关|宁馨苑 地铁房 南向电梯房 满两年|宁馨苑| | 1室1厅 | 90.12平米 | 南 北 | 精装|低楼层(共11层)  2003年建板楼  -  |东关|226万|单价25078元/平米
昌平|东关|京科苑+楼层低+精装修+可上昌盛园小学|京科苑| | 2室1厅 | 77.6平米 | 南 北 | 其他|低楼层(共7层)  2001年建板楼  -  |东关|220万|单价28351元/平米
昌平|东关|水关新村小区   纯东向 低楼层 |水关新村| | 1室1厅 | 47平米 | 东 | 简装|中楼层(共6层)  1996年建板楼  -  |东关|148万|单价31490元/平米
昌平|东关|水关新村 南北通透 两居室 诚心出售|水关新村| | 2室1厅 | 83平米 | 南 北 | 精装|高楼层(共6层)  1996年建板楼  -  |东关|210万|单价25302元/平米
昌平|东关|京科苑+黄金楼层+满两年+南北通透|京科苑| | 2室1厅 | 91平米 | 南 北 | 简装|中楼层(共6层)  1998年建板楼  -  |东关|275万|单价30220元/平米
昌平|东关|畅椿阁 南向正规一居室 采光好|畅椿阁| | 1室1厅 | 38平米 | 南 | 简装|中楼层(共5层)  2009年建板楼  -  |东关|128万|单价33685元/平米
昌平|东关|清秀园 东南向两居室  黄金楼层|清秀园北区| | 2室1厅 | 94平米 | 南 北 | 精装|中楼层(共5层)  1996年建板楼  -  |东关|240万|单价25532元/平米
昌平|东关|水关新村  东西通透2居  全明格局|水关新村| | 2室1厅 | 89平米 | 东 西 | 其他|高楼层(共6层)  1996年建板楼  -  |东关|195万|单价21911元/平米
