通州|北关|精装南北两居 满五唯一 看房有钥匙 诚意售|富河园| | 2室1厅 | 70.1平米 | 南 北 | 精装|高楼层(共6层)  1995年建板楼  -  |北关|280万|单价39943元/平米
通州|管庄|周井大院南北通透两居  满五年 方正户型|周井大院| | 2室1厅 | 72平米 | 南 北 | 简装|高楼层(共6层)  1994年建板楼  -  |管庄|260万|单价36112元/平米
通州|管庄|荟康苑，南北通透两居，小区中心位置|荟康苑| | 2室1厅 | 65.65平米 | 南 北 | 简装|中楼层(共6层)  1996年建板楼  -  |管庄|245万|单价37320元/平米
通州|管庄|柏林金角东南两居，户型方正，满五年近地铁，诚售|柏林爱乐二期| | 2室1厅 | 97.53平米 | 东 南 | 简装|高楼层(共21层)  2005年建塔楼  -  |管庄|410万|单价42039元/平米
通州|管庄|管庄 瑞祥里 带电梯大两居 全明格局|瑞祥里| | 2室1厅 | 89.77平米 | 南 | 其他|中楼层(共9层)  2006年建板楼  -  |管庄|300万|单价33419元/平米
通州|管庄|北京新天地一居 双地铁 看房方便|北京新天地| | 1室1厅 | 67.29平米 | 北 | 精装|低楼层(共28层)  2009年建板塔结合  -  |管庄|280万|单价41611元/平米
通州|管庄|尚东阁 南向大开间 低总价 采光好 交通便利 学区房|尚东阁| | 1室0厅 | 64.66平米 | 南 | 精装|中楼层(共18层)  2009年建板塔结合  -  |管庄|226万|单价34953元/平米
通州|管庄|管庄西里  稀缺户型  诚心出售|管庄西里| | 2室1厅 | 65平米 | 南 北 | 简装|高楼层(共6层)  1996年建板楼  -  |管庄|272万|单价41847元/平米
通州|管庄|房本满5年 格局方正 无浪费 业主诚心出售|京通苑| | 3室1厅 | 130.9平米 | 东 北 | 简装|高楼层(共21层)  2001年建塔楼  -  |管庄|380万|单价29030元/平米
通州|管庄|地铁房，商住两用，低投资高回报，诚心出售|上线6号| | 1室0厅 | 47.28平米 | 西 | 精装|中楼层(共15层)  2009年建板塔结合  -  |管庄|100万|单价21151元/平米
通州|管庄|可注册，可自住，南向大开间，有燃气，50年，不限购|上线6号| | 1室0厅 | 55.03平米 | 南 | 简装|低楼层(共15层)  2009年建板塔结合  -  |管庄|120万|单价21807元/平米
通州|管庄|长楹天街  经典三居室  南北通透  临地铁|长楹天街| | 3室2厅 | 141平米 | 南 北 | 精装|中楼层(共21层)  2013年建板楼  -  |管庄|770万|单价54610元/平米
通州|管庄|柏林爱乐，南北通透三居室，一层带花园，进地铁|柏林爱乐四期| | 3室1厅 | 131平米 | 南 北 | 简装|低楼层(共8层)  2008年建板楼  -  |管庄|640万|单价48855元/平米
通州|管庄|尚东阁 南向开间   近地铁 楼龄新 交通便利|尚东阁| | 1室2厅 | 65平米 | 南 | 简装|低楼层(共18层)  2009年建板塔结合  -  |管庄|235万|单价36154元/平米
通州|管庄|不限购全南开间 投资回报率高 总价低|上线6号| | 1室0厅 | 55.03平米 | 南 | 简装|低楼层(共15层)  2009年建板塔结合  -  |管庄|125万|单价22715元/平米
通州|管庄|不限购 大开间 可注册 宽敞明亮|上线6号| | 1室1厅 | 59.23平米 | 西 | 精装|中楼层(共15层)  2009年建板塔结合  -  |管庄|130万|单价21949元/平米
通州|管庄|建东苑南北通透两居 一类经适 接受换房周期|建东苑| | 2室1厅 | 85.04平米 | 南 北 | 简装|高楼层(共6层)  2000年建板楼  -  |管庄|270万|单价31750元/平米
通州|管庄|管庄北一里 1998年 实验二小学区房 |管庄北一里| | 2室1厅 | 78平米 | 东 西 | 精装|高楼层(共6层)  1998年建板楼  -  |管庄|275万|单价35257元/平米
通州|管庄|管庄西里 学区房 南北通透 黄金楼层|管庄西里| | 3室1厅 | 65.6平米 | 南 北 | 精装|中楼层(共6层)  1996年建板楼  -  |管庄|268万|单价40854元/平米
通州|管庄|管庄西里 学区房 黄金楼层 一居室|管庄西里| | 1室1厅 | 49平米 | 南 | 简装|中楼层(共6层)  1997年建板楼  -  |管庄|195万|单价39796元/平米
通州|管庄|满二免征增值税八通线管庄站地铁500米二外附小学区房|京通苑| | 3室1厅 | 97.78平米 | 西 北 | 简装|低楼层(共24层)  1998年建塔楼  -  |管庄|260万|单价26591元/平米
通州|管庄|万方家园 南北通透  低总价 中间楼层|万方家园| | 2室2厅 | 93.52平米 | 南 北 | 精装|低楼层(共6层)  2006年建板楼  -  |管庄|320万|单价34218元/平米
通州|管庄|上线六号 无需资质 投资首选 商住两用|上线6号| | 1室1厅 | 81平米 | 北 | 精装|中楼层(共15层)  2009年建板塔结合  -  |管庄|178万|单价21976元/平米
通州|管庄|满五年商品房 带有学区 配套成熟|京通苑| | 2室1厅 | 88.58平米 | 南 西 | 简装|中楼层(共20层)  2000年建塔楼  -  |管庄|300万|单价33868元/平米
通州|管庄|烟厂宿舍 八十中分校 1997年楼龄 南北通透|烟厂宿舍| | 2室1厅 | 66.03平米 | 南 北 | 简装|高楼层(共6层)  1998年建板楼  -  |管庄|259万|单价39225元/平米
通州|管庄|上线6号线 不限购 两套房屋打通了|上线6号| | 1室1厅 | 81.05平米 | 北 | 精装|低楼层(共15层)  2009年建板塔结合  -  |管庄|162万|单价19988元/平米
通州|管庄|上线6号 精装南向开间 不限购 诚心出售 |上线6号| | 1室0厅 | 55平米 | 南 | 精装|低楼层(共15层)  2009年建板塔结合  -  |管庄|120万|单价21819元/平米
通州|管庄|管庄西里，看房方便，随时签约，双卧朝南|管庄西里| | 2室1厅 | 55.93平米 | 南 | 简装|高楼层(共5层)  1982年建板楼  -  |管庄|220万|单价39335元/平米
通州|管庄|瑞祥里公园洋房 板楼南北通透 公摊小 位置安静|瑞祥里| | 2室1厅 | 87.83平米 | 南 北 | 简装|高楼层(共6层)  2006年建板楼  -  |管庄|260万|单价29603元/平米
通州|管庄|花园洋房 交通便捷 刚需客户购房首选|北京新天地| | 2室1厅 | 101.7平米 | 西 北 | 精装|低楼层(共28层)  2009年建板塔结合  -  |管庄|420万|单价41298元/平米
通州|管庄|南北两居室，楼层适中，满五年，一梯两户|荟康苑| | 2室1厅 | 65.65平米 | 南 北 | 简装|低楼层(共6层)  1996年建板楼  -  |管庄|235万|单价35796元/平米
通州|管庄|周井全南户型一居学区地铁房 中楼层 装修好 交通便利|周井大院| | 1室1厅 | 42.84平米 | 南 | 精装|中楼层(共5层)  1987年建板楼  -  |管庄|178万|单价41550元/平米
通州|管庄|管庄西里学区房看房方便楼龄新可以贷款30年|管庄西里| | 3室1厅 | 93.59平米 | 西北 | 简装|低楼层(共24层)  2000年建塔楼  -  |管庄|330万|单价35261元/平米
通州|管庄|瑞祥里，南北通透一居室，小区环境幽静！|瑞祥里| | 1室1厅 | 65.57平米 | 南 北 | 简装|高楼层(共6层)  2006年建板楼  -  |管庄|180万|单价27452元/平米
通州|管庄|精装下跃 带花园 临地铁 临商场 六居室|长楹天街| | 6室2厅 | 280平米 | 南 北 | 精装|低楼层(共20层)  2013年建板塔结合  -  |管庄|1700万|单价60715元/平米
通州|管庄|诚心出售，不限购，看房随时。随时签合同。|上线6号| | 1室0厅 | 56平米 | 南 | 简装|低楼层(共15层)  2009年建板塔结合  -  |管庄|128万|单价22858元/平米
通州|管庄|98年烟厂宿舍两居 满五唯一商品房 带实验二小学区|烟厂宿舍| | 2室2厅 | 66.03平米 | 南 北 | 精装|中楼层(共6层)  1998年建板楼  -  |管庄|270万|单价40891元/平米
通州|管庄|北京新天地全南两居 满二年 正对小区花园|北京新天地| | 3室1厅 | 101.64平米 | 南 | 精装|低楼层(共28层)  2009年建板塔结合  -  |管庄|420万|单价41323元/平米
通州|管庄|东西通透正规一居  已改两居  户型好  高原直|柏林爱乐三期| | 1室1厅 | 71.64平米 | 东 西 | 精装|中楼层(共11层)  2007年建板楼  -  |管庄|295万|单价41179元/平米
通州|管庄|管庄西里 学区房 南北通透 低单价|管庄西里| | 2室2厅 | 103.48平米 | 南 北 | 简装|高楼层(共6层)  2000年建板楼  -  |管庄|320万|单价30924元/平米
通州|管庄|管庄西里 正规三居室 满五年唯一商品房 诚心出售|管庄西里| | 3室1厅 | 94.04平米 | 东 | 简装|高楼层(共24层)  1999年建塔楼  -  |管庄|358万|单价38069元/平米
通州|管庄|精装南北通透两居诚售   户型方正  温馨舒适|柏林爱乐三期| | 2室2厅 | 94.25平米 | 南 北 | 精装|低楼层(共15层)  2007年建板楼  -  |管庄|415万|单价44032元/平米
通州|管庄|商住两用，总价低，交通便利，靠谱出售|上线6号| | 1室0厅 | 60平米 | 西 | 其他|中楼层(共15层)  2009年建板塔结合  -  |管庄|130万|单价21667元/平米
通州|管庄|15万精装，拎包入住，原值高，税费低业主换房诚意出售|柏林爱乐二期| | 1室0厅 | 49.16平米 | 北 | 精装|高楼层(共21层)  2005年建塔楼  -  |管庄|210万|单价42718元/平米
通州|管庄|北京新天地南北四居 不临街 业主精心设计装修 不临街|北京新天地| | 4室2厅 | 173.62平米 | 南 北 | 精装|低楼层(共28层)  2009年建板塔结合  -  |管庄|750万|单价43198元/平米
通州|管庄|柏林二期精装开间，满5唯一，靠谱出售|柏林爱乐二期| | 1室0厅 | 49.23平米 | 北 | 精装|低楼层(共21层)  2005年建塔楼  -  |管庄|225万|单价45704元/平米
通州|管庄|地铁6号线黄渠站 上线6号不限购  西向大开间 |上线6号| | 1室0厅 | 47.28平米 | 西 | 精装|中楼层(共15层)  2009年建板塔结合  -  |管庄|120万|单价25381元/平米
通州|管庄|上线六号一居开间，精装修，诚心出售|上线6号| | 1室0厅 | 49平米 | 西 | 精装|中楼层(共15层)  2009年建板塔结合  -  |管庄|105万|单价21429元/平米
通州|管庄|户型方正 南北通透 临近地铁 高楼层|柏林爱乐一期| | 2室2厅 | 98.2平米 | 南 北 | 简装|中楼层(共11层)  2003年建板楼  -  |管庄|485万|单价49390元/平米
通州|管庄|南北通透中间楼层 前后无遮挡通风好采光好 满五唯一|华龙美树| | 3室1厅 | 133.04平米 | 南 北 | 简装|高楼层(共18层)  2005年建板楼  -  |管庄|560万|单价42093元/平米
通州|管庄|西向一居，满五唯一，精装修，正对小区绿化。|柏林爱乐一期| | 1室1厅 | 55.77平米 | 西 | 精装|低楼层(共11层)  2003年建板楼  -  |管庄|275万|单价49310元/平米
通州|管庄|柏林爱乐 正规大两居 满五年唯一 诚意出售|柏林爱乐二期| | 2室1厅 | 95平米 | 东北 | 简装|低楼层(共22层)  2005年建塔楼  -  |管庄|410万|单价43158元/平米
通州|管庄|管庄北二里稀缺两居室业主诚心出售|管庄北二里| | 2室2厅 | 80.62平米 | 西 南 | 精装|中楼层(共28层)  2013年建塔楼  -  |管庄|330万|单价40933元/平米
通州|管庄|朝通嘉园南北通透三居室  6号线草房站|朝通嘉园| | 3室2厅 | 115.04平米 | 南 北 | 精装|低楼层(共6层)  2003年建板楼  -  |管庄|320万|单价27817元/平米
通州|管庄|住欣家园 西向小两居 交通便利 总价低|住欣家园| | 2室1厅 | 69平米 | 西 | 其他|中楼层(共16层)  2010年建板塔结合  -  |管庄|215万|单价31160元/平米
通州|管庄|住欣家园两居室70年产权满五唯一|住欣家园| | 2室1厅 | 69.9平米 | 西 | 其他|低楼层(共26层)  2010年建塔楼  -  |管庄|230万|单价32905元/平米
通州|管庄|管庄北一里 实验二小学区房 交通便利|管庄北一里| | 1室1厅 | 61.3平米 | 东 西 | 简装|高楼层(共6层)  1998年建板楼  -  |管庄|225万|单价36705元/平米
通州|管庄|满五年唯一自带公立幼儿园二外附小学区房地铁八通线|京通苑| | 3室1厅 | 131.18平米 | 西北 | 其他|中楼层(共21层)  2001年建塔楼  -  |管庄|430万|单价32780元/平米
通州|管庄|京通苑 3室2厅 400万|京通苑| | 3室2厅 | 130.3平米 | 西北 | 精装|中楼层(共24层)  2001年建塔楼  -  |管庄|400万|单价30699元/平米
通州|管庄|柏林爱乐一期 3室2厅 600万|柏林爱乐一期| | 3室2厅 | 127.36平米 | 南 北 | 其他|高楼层(共11层)  2003年建板楼  -  |管庄|600万|单价47111元/平米
通州|管庄|诚心出售 正规一居 东西通透 精致装修|柏林爱乐一期| | 1室1厅 | 64.03平米 | 东 西 | 精装|中楼层(共11层)  2003年建板楼  -  |管庄|305万|单价47634元/平米
通州|管庄|稀缺小两居 近6号线 朝阳实验二小学区 楼龄新 总价低|管庄北二里| | 2室1厅 | 69平米 | 南 北 | 简装|低楼层(共28层)  2013年建塔楼  -  |管庄|270万|单价39131元/平米
通州|管庄|柏林爱乐  简单装修大两居 换房首选|柏林爱乐二期| | 2室1厅 | 123.31平米 | 西北 | 简装|低楼层(共19层)  2004年建塔楼  -  |管庄|450万|单价36494元/平米
通州|管庄|瑞祥里满五 唯一 南北 三居室|瑞祥里| | 3室1厅 | 126.54平米 | 南 北 | 简装|中楼层(共6层)  2006年建板楼  -  |管庄|405万|单价32006元/平米
通州|管庄|金隅丽景园 满五唯一 经济适用房|住欣家园| | 2室1厅 | 65.57平米 | 西南 | 其他|中楼层(共28层)  2010年建塔楼  -  |管庄|210万|单价32027元/平米
通州|管庄|常楹公元精装高品质纯南向一居室|常楹公元| | 1室1厅 | 60平米 | 南 | 精装|中楼层(共28层)  2013年建板塔结合  -  |管庄|320万|单价53334元/平米
通州|管庄|地地铁6号草房站一类经济适用房业主诚心卖|住欣家园| | 3室1厅 | 87平米 | 南 西 | 精装|低楼层(共28层)  2010年建塔楼  -  |管庄|230万|单价26437元/平米
通州|管庄|管庄地铁站东北1500米 南北通透两居|瑞祥里| | 2室2厅 | 80.22平米 | 南 北 | 精装|高楼层(共6层)  2006年建板楼  -  |管庄|230万|单价28672元/平米
通州|管庄|6号线常营管庄，商住不限购，可注册|上线6号| | 1室0厅 | 60平米 | 北 | 简装|中楼层(共15层)  2009年建板塔结合  -  |管庄|150万|单价25000元/平米
通州|管庄|地铁6号线黄渠站 上线6号 精装大开间 不限购|上线6号| | 1室1厅 | 53平米 | 北 | 精装|中楼层(共15层)  2009年建板塔结合  -  |管庄|120万|单价22642元/平米
通州|果园|紧邻地铁，南北两居，一层走独立下水，适合过渡或养老|运河西大街8号院| | 2室1厅 | 57.5平米 | 南 北 | 简装|低楼层(共6层)  1994年建板楼  -  |果园|213万|单价37044元/平米
通州|果园|电梯高层  八通果园站  精装1居 新华联 满5唯一 诚意|新华联家园北区| | 1室1厅 | 74.69平米 | 南 | 精装|中楼层(共12层)  2004年建板塔结合  -  |果园|308万|单价41238元/平米
通州|果园|果园 两居 南北通透 中间楼层|新华联家园南区| | 2室2厅 | 94平米 | 南 北 | 简装|中楼层(共6层)  2002年建板楼  -  |果园|400万|单价42554元/平米
通州|果园|果园新华联家园免税南向一居紧邻地铁|新华联家园北区| | 1室1厅 | 75.32平米 | 南 | 精装|低楼层(共11层)  2004年建板塔结合  -  |果园|295万|单价39167元/平米
通州|果园|通州苏荷时代满五唯一精装南北向大两居|苏荷时代| | 2室2厅 | 109.55平米 | 南 北 | 精装|中楼层(共11层)  2005年建板塔结合  -  |果园|430万|单价39252元/平米
通州|果园|新华联家园南区  南北通透的大三居室  果园地铁|新华联家园南区| | 3室2厅 | 127.31平米 | 南 北 | 精装|低楼层(共12层)  2002年建板楼  -  |果园|489万|单价38411元/平米
通州|果园|新华联南北通透一居室，业主态心出售，看房很方便|新华联家园北区| | 1室1厅 | 70.9平米 | 南 北 | 精装|低楼层(共11层)  2004年建板楼  -  |果园|293万|单价41326元/平米
通州|果园|免税小两居 通州果园225号旁门 |果园225号旁门| | 2室1厅 | 57.15平米 | 南 北 | 简装|中楼层(共6层)  1992年建板楼  -  |果园|208万|单价36396元/平米
通州|果园|果园 城铁 巴克摩界  满五唯一  南向一居 电梯精装修|巴克摩界| | 1室0厅 | 74.54平米 | 南 | 精装|中楼层(共11层)  2008年建板塔结合  -  |果园|270万|单价36223元/平米
通州|果园|迷你一居，南向，有天然气，业主满五年唯一住房！|苏荷时代| | 1室0厅 | 43.14平米 | 南 | 简装|中楼层(共18层)  2005年建板塔结合  -  |果园|195万|单价45202元/平米
通州|果园|新华联家园南区 南北通透小三居|新华联家园南区| | 3室2厅 | 112平米 | 南 北 | 其他|低楼层(共6层)  2002年建板楼  -  |果园|425万|单价37947元/平米
