顺义|北七家|海德堡联排别墅  精装修拎包入住 前后花园区中心位置|海德堡花园| | 5室2厅 | 202.68平米 | 南 北 | 精装|低楼层(共4层)  1999年建  -  |北七家|695万|单价34291元/平米
顺义|马坡|满两年  香悦四季精装修95+15三居室 满两年  诚心出售|香悦四季| | 3室2厅 | 95平米 | 南 北 | 精装|低楼层(共9层)  2010年建板楼  -  |马坡|325万|单价34211元/平米
顺义|马坡|马坡一区，大四居，采光好，带大露台的。|马坡花园一区| | 4室2厅 | 157.05平米 | 南 北 | 简装|高楼层(共6层)  2000年建板楼  -  |马坡|300万|单价19103元/平米
顺义|马坡|中铁花溪渡精装三居室，黄金楼层，采光好|中铁花溪渡| | 3室1厅 | 117平米 | 南 北 | 精装|低楼层(共18层)  2011年建板楼  -  |马坡|380万|单价32479元/平米
顺义|马坡|泰和谊园 3室1厅 229万|泰和谊园| | 3室1厅 | 91.43平米 | 南 北 | 精装|高楼层(共6层)  2011年建板楼  -  |马坡|229万|单价25047元/平米
顺义|马坡|鲁能7号院 推荐婚房三居室首次入住 满二年 |鲁能7号院颐景溪园| | 3室2厅 | 135平米 | 南 北 | 其他|低楼层(共10层)  2012年建板楼  -  |马坡|390万|单价28889元/平米
顺义|马坡|中铁精装两居 南北通透 户型优质 无浪费|中铁花溪渡| | 2室2厅 | 87.7平米 | 南 北 | 精装|中楼层(共15层)  2011年建板楼  -  |马坡|320万|单价36489元/平米
顺义|马坡|马坡花园二区 4室2厅 390万|马坡花园二区| | 4室2厅 | 172平米 | 北 南 | 其他|高楼层(共6层)  2002年建板楼  -  |马坡|390万|单价22675元/平米
顺义|马坡|香悦四季 毛坯三居 看房随时 业主诚售|香悦四季| | 3室2厅 | 117平米 | 南 北 | 毛坯|低楼层(共15层)  板楼  -  |马坡|380万|单价32479元/平米
顺义|马坡|马坡花园一区 满五 复式 南北通透|马坡花园一区| | 4室2厅 | 157平米 | 南 北 | 其他|高楼层(共6层)  2000年建板楼  -  |马坡|255万|单价16243元/平米
顺义|马坡|鲁能洋房 社区中央 带车位 毛坯房 A户型|鲁能7号院颐景溪园| | 4室2厅 | 180平米 | 南 北 | 其他|高楼层(共6层)  2012年建板楼  -  |马坡|650万|单价36112元/平米
顺义|马坡|鲁能七号溪园  经典两居室  房子精装修 |鲁能7号院颐景溪园| | 2室1厅 | 86平米 | 南 | 其他|中楼层(共14层)  2012年建板楼  -  |马坡|290万|单价33721元/平米
顺义|马坡|鲁能溪园 明厨明卫 中心位置 经典三居 业主诚意出售|鲁能7号院颐景溪园| | 3室2厅 | 135平米 | 南 北 | 毛坯|中楼层(共11层)  2012年建板楼  -  |马坡|415万|单价30741元/平米
顺义|马坡|富力湾 4室1厅 1050万|富力湾| | 4室1厅 | 400.58平米 | 东 南 西 北 | 精装|低楼层(共3层)    -  |马坡|1050万|单价26212元/平米
顺义|马坡|精装修 大户型 送车位 拎包住|泰和谊园| | 3室2厅 | 165.65平米 | 南 北 | 其他|中楼层(共11层)  2009年建板塔结合  -  |马坡|415万|单价25053元/平米
顺义|马坡|香悦四季=四居室+双南双北卧室+3卫生间+满2年|香悦四季| | 4室2厅 | 156.61平米 | 南 北 | 精装|中楼层(共11层)  2010年建板楼  -  |马坡|505万|单价32246元/平米
顺义|马坡|佳和小三居户型、原值高、满二年、毛坯现房随时可看|佳和宜园| | 3室2厅 | 91平米 | 南 北 | 毛坯|高楼层(共6层)  2009年建板楼  -  |马坡|213万|单价23407元/平米
顺义|马坡|马坡花园 精装南北大两居 满五唯一 随时看房|马坡花园二区| | 2室1厅 | 102平米 | 南 北 | 精装|中楼层(共6层)  2002年建板楼  -  |马坡|275万|单价26961元/平米
顺义|马坡|马坡花园二区 南北通透 大三居 中间楼层 满两年|马坡花园二区| | 3室2厅 | 121平米 | 南 北 | 简装|中楼层(共6层)  2002年建板楼  -  |马坡|315万|单价26034元/平米
顺义|马坡|三室两卫，南北通途。边户带东边阳台。|马坡花园二区| | 3室2厅 | 115.95平米 | 南 北 | 简装|高楼层(共6层)  2002年建板楼  -  |马坡|290万|单价25011元/平米
顺义|马坡|鲁能溪园  全南向两居  精装修  满二  看房方便|鲁能7号院颐景溪园| | 2室2厅 | 86平米 | 南 北 | 其他|中楼层(共19层)  2012年建板楼  -  |马坡|285万|单价33140元/平米
顺义|马坡|金宝城二期 5室3厅 1000万|金宝城二期| | 5室3厅 | 288平米 | 东 南 西 北 | 精装|低楼层(共3层)  2006年建  -  |马坡|1000万|单价34723元/平米
顺义|马坡|泰和谊园 3室2厅 410万|泰和谊园| | 3室2厅 | 131.11平米 | 南 北 | 简装|高楼层(共11层)  2009年建板塔结合  -  |马坡|410万|单价31272元/平米
顺义|马坡|富力湾 4室2厅 1800万|富力湾| | 4室2厅 | 709平米 | 东 南 西 北 | 毛坯|低楼层(共4层)  2012年建  -  |马坡|1800万|单价25388元/平米
顺义|马坡|香悦四季 南向三居室 精装修 楼层好|香悦四季| | 3室2厅 | 95平米 | 南 | 精装|中楼层(共11层)  2010年建板楼  -  |马坡|325万|单价34211元/平米
顺义|马坡| 中心位置 三室两厅两卫 南北通透|鲁能7号院颐景溪园| | 3室2厅 | 131平米 | 南 北 | 毛坯|高楼层(共11层)  2012年建板楼  -  |马坡|410万|单价31298元/平米
顺义|马坡|富力湾 地铁沿线 精装联排 东南北花园 满二年|富力湾| | 5室3厅 | 304平米 | 东 南 西 北 | 精装|地下室(共3层)  2012年建  -  |马坡|780万|单价25658元/平米
顺义|马坡|香悦四季商住两用房，精装修，周边配套齐全|香悦四季| | 1室0厅 | 33平米 | 西 | 精装|高楼层(共15层)  板楼  -  |马坡|58万|单价17576元/平米
顺义|马坡|鲁能润园洋房    毛坯房   满两年|鲁能7号院颐景溪园| | 3室3厅 | 178平米 | 南 北 | 毛坯|低楼层(共11层)  2012年建板楼  -  |马坡|560万|单价31461元/平米
顺义|马坡|马坡一区 带电梯的三居室 精装修|马坡花园一区| | 3室2厅 | 182平米 | 南 北 | 其他|中楼层(共6层)  2002年建板楼  -  |马坡|460万|单价25275元/平米
顺义|马坡|富力湾精装独栋 南花园边户 看房随时|富力湾| | 5室3厅 | 429平米 | 南 北 | 其他|低楼层(共3层)    -  |马坡|1000万|单价23311元/平米
顺义|马坡|香悦四季 精装修 南北通透  顶层带阁楼 |香悦四季| | 3室2厅 | 118平米 | 南 北 | 其他|高楼层(共17层)  2010年建板楼  -  |马坡|450万|单价38136元/平米
顺义|马坡|中铁花溪渡 精装小三居 随时看房 |中铁花溪渡| | 3室2厅 | 94平米 | 南 北 | 精装|中楼层(共11层)  2015年建板楼  -  |马坡|360万|单价38298元/平米
顺义|马坡|金宝花园一期，纯南向两居室，中高楼层，采光好无遮挡|金宝城一期| | 2室1厅 | 91.4平米 | 南 | 其他|高楼层(共15层)  2011年建  -  |马坡|255万|单价27900元/平米
顺义|马坡|香悦四季  经典大四居 有钥匙 随时能看|香悦四季| | 4室2厅 | 138平米 | 南 北 | 其他|低楼层(共9层)  2010年建板楼  -  |马坡|450万|单价32609元/平米
顺义|马坡|佳和宜园 电梯房 三室一厅  业主诚售|佳和宜园| | 3室1厅 | 94平米 | 西南 | 其他|高楼层(共11层)  2009年建塔楼  -  |马坡|255万|单价27128元/平米
顺义|马坡|中铁花溪渡精装修南北通透三居室|中铁花溪渡| | 3室2厅 | 98.87平米 | 南 北 | 精装|低楼层(共18层)  2011年建板楼  -  |马坡|380万|单价38435元/平米
顺义|马坡|香悦四季 经典朝南三居室 带全套家电家具 精装修 诚售|香悦四季| | 3室2厅 | 95平米 | 南 | 精装|低楼层(共11层)  2010年建板楼  -  |马坡|335万|单价35264元/平米
顺义|马坡|鲁能婚房两居 首师大附小学区房 满两年 装修特好自住 |鲁能7号院颐景溪园| | 2室2厅 | 86平米 | 南 | 其他|中楼层(共16层)  2012年建板楼  -  |马坡|292万|单价33954元/平米
顺义|马坡|香悦四季 3室2厅 480万|香悦四季| | 3室2厅 | 115平米 | 南 北 | 其他|低楼层(共11层)  塔楼  -  |马坡|480万|单价41740元/平米
顺义|马坡|金宝城二期 4室2厅 510万|金宝城二期| | 4室2厅 | 180平米 | 南 北 | 其他|高楼层(共11层)  2013年建  -  |马坡|510万|单价28334元/平米
顺义|马坡|金宝城二期 3室2厅 406万|金宝城二期| | 3室2厅 | 159平米 | 南 北 | 其他|中楼层(共9层)  2013年建  -  |马坡|406万|单价25535元/平米
顺义|马坡|满五唯一  精装三居  电梯房  |佳和宜园| | 3室2厅 | 93.45平米 | 西南 | 其他|中楼层(共11层)  2009年建塔楼  -  |马坡|265万|单价28358元/平米
顺义|马坡|佳和宜园经典南北通透两居室   电梯房   带阳台|佳和宜园| | 2室1厅 | 93平米 | 南 北 | 其他|中楼层(共11层)  2009年建板塔结合  -  |马坡|260万|单价27957元/平米
顺义|马坡|泰和宜园，一室一厅，客厅带阳台，中高楼层，带电梯|泰和谊园| | 1室1厅 | 63平米 | 南 | 简装|中楼层(共11层)  2011年建板塔结合  -  |马坡|170万|单价26985元/平米
顺义|马坡|香悦四季东区 精装修 大四居 开发商赠送15平米拎包住|香悦四季| | 4室2厅 | 138.68平米 | 南 北 | 精装|高楼层(共11层)  2010年建板楼  -  |马坡|450万|单价32449元/平米
顺义|马坡|马坡花园二区 2室2厅 295万|马坡花园二区| | 2室2厅 | 102.78平米 | 南 北 | 其他|中楼层(共5层)  2002年建板楼  -  |马坡|295万|单价28703元/平米
顺义|马坡|马坡花园一区满屋唯一大复式 看房方便|马坡花园一区| | 4室2厅 | 253平米 | 南 北 | 简装|中楼层(共6层)  1998年建板楼  -  |马坡|500万|单价19763元/平米
顺义|马坡|精装楼王 紧邻水系 满两年 优质楼层|中铁花溪渡| | 3室2厅 | 129平米 | 南 北 | 其他|高楼层(共11层)  2015年建板楼  -  |马坡|430万|单价33334元/平米
顺义|马坡|金宝花园  2室1厅1卫  南北通透  随时看房|金宝城一期| | 2室1厅 | 92平米 | 南 北 | 其他|中楼层(共14层)  2011年建  -  |马坡|270万|单价29348元/平米
顺义|马坡|泰和宜园 10万精装修 中间楼层 拎包入住|泰和谊园| | 3室2厅 | 91平米 | 南 北 | 精装|中楼层(共6层)  2009年建板楼  -  |马坡|230万|单价25275元/平米
顺义|马坡|香悦四季 2室1厅 145万|香悦四季| | 2室1厅 | 93平米 | 南 | 其他|低楼层(共15层)  板楼  -  |马坡|145万|单价15592元/平米
顺义|马坡|泰和谊园 2室2厅 210万|泰和谊园| | 2室2厅 | 79平米 | 南 北 | 其他|中楼层(共11层)  2011年建板塔结合  -  |马坡|210万|单价26583元/平米
顺义|马坡|金宝城二期一梯两户两居室客厅带阳台电梯直通地下车库|金宝城二期| | 2室2厅 | 95平米 | 南 北 | 其他|低楼层(共14层)  2013年建板塔结合  -  |马坡|270万|单价28422元/平米
顺义|马坡|马坡花园一区，三层四层的复式，满五唯一|马坡花园一区| | 3室2厅 | 147平米 | 北 南 | 其他|中楼层(共6层)  2000年建板楼  -  |马坡|420万|单价28572元/平米
顺义|马坡|鲁能润园洋房 精装修 满两年 南北通透三居室 观景露台|鲁能7号院颐景溪园| | 3室2厅 | 149.05平米 | 南 北 | 其他|中楼层(共6层)  2012年建板楼  -  |马坡|500万|单价33546元/平米
顺义|马坡|南北通透大四居，139.66+15㎡，楼层好，位置好|香悦四季| | 4室2厅 | 139.66平米 | 南 北 | 毛坯|中楼层(共17层)  板楼  -  |马坡|420万|单价30074元/平米
顺义|马坡|龙苑别墅 4室3厅 620万|龙苑别墅| | 4室3厅 | 353平米 | 东 南 西 北 | 其他|地下室(共2层)  1995年建  -  |马坡|620万|单价17564元/平米
顺义|马坡|鲁能7号院南北通透三居室 毛坯房 一梯两户|鲁能7号院颐景溪园| | 3室2厅 | 135平米 | 南 北 | 毛坯|低楼层(共11层)  2012年建板楼  -  |马坡|380万|单价28149元/平米
顺义|马坡|香悦四季 3室2厅 400万|香悦四季| | 3室2厅 | 95平米 | 南 | 精装|低楼层(共11层)  2010年建板楼  -  |马坡|400万|单价42106元/平米
顺义|马坡|鲁能7号院颐景溪园 3室2厅 406万|鲁能7号院颐景溪园| | 3室2厅 | 135平米 | 南 北 | 其他|中楼层(共11层)  2012年建板楼  -  |马坡|406万|单价30075元/平米
顺义|马坡|富力湾楼王户型 花园300平 毛坯可随意改建|富力湾| | 5室3厅 | 705平米 | 南 北 | 其他|低楼层(共3层)    -  |马坡|1800万|单价25532元/平米
顺义|马坡|鲁能7号院颐景溪园 3室1厅 580万|鲁能7号院颐景溪园| | 3室1厅 | 174平米 | 南 北 | 其他|低楼层(共11层)  2012年建板楼  -  |马坡|580万|单价33334元/平米
顺义|马坡|泰和宜园大三居室，带电梯，看房方便，小区环境好 |泰和谊园| | 3室2厅 | 137平米 | 南 北 | 其他|中楼层(共11层)  2009年建板塔结合  -  |马坡|420万|单价30657元/平米
顺义|马坡|泰和谊园不一样的三居室，不一样的小区|泰和谊园| | 3室2厅 | 139平米 | 南 北 | 精装|中楼层(共11层)  2009年建板塔结合  -  |马坡|410万|单价29497元/平米
顺义|马坡|马坡花园二区精装大四居南北通透业主诚意出售|马坡花园二区| | 4室2厅 | 158平米 | 南 北 | 其他|高楼层(共6层)  2002年建板楼  -  |马坡|350万|单价22152元/平米
顺义|马坡|鲁能润园 花园底跃 水系楼王 南北花园|鲁能7号院颐景溪园| | 4室2厅 | 177平米 | 南 北 | 毛坯|地下室(共6层)  2011年建板楼  -  |马坡|650万|单价36724元/平米
顺义|马坡|香悦四季精装修一居室 不限购 商住两用房 首付50%|香悦四季| | 1室1厅 | 61平米 | 东 | 精装|低楼层(共15层)  板楼  -  |马坡|105万|单价17214元/平米
顺义|马坡|佳和宜园 小三居户型 精装修 业主诚售 |佳和宜园| | 3室1厅 | 91平米 | 南 北 | 精装|高楼层(共6层)  2009年建板楼  -  |马坡|265万|单价29121元/平米
顺义|马坡|佳和宜园 带电梯小三居 西南户型 采光充足|佳和宜园| | 3室1厅 | 92平米 | 西南 | 其他|中楼层(共11层)  2009年建塔楼  -  |马坡|270万|单价29348元/平米
顺义|马坡|鲁能七号院豪华装修两居室，业主诚意出售|鲁能7号院水岸公馆| | 2室1厅 | 83.63平米 | 南 | 其他|高楼层(共18层)  2013年建板楼  -  |马坡|296万|单价35394元/平米
顺义|马坡|鲁能7号院颐景溪园 3室2厅 430万|鲁能7号院颐景溪园| | 3室2厅 | 134平米 | 南 北 | 其他|低楼层(共11层)  2012年建板楼  -  |马坡|430万|单价32090元/平米
顺义|马坡|佳和宜园 3室2厅 250万|佳和宜园| | 3室2厅 | 91.28平米 | 南 北 | 其他|高楼层(共6层)  2008年建板楼  -  |马坡|250万|单价27389元/平米
顺义|马坡|香悦四季 3室2厅 325万|香悦四季| | 3室2厅 | 98平米 | 南 | 精装|低楼层(共15层)  板楼  -  |马坡|325万|单价33164元/平米
顺义|马坡|佳和宜园 高楼层 一居室  刚需客户首选|佳和宜园| | 1室0厅 | 47.93平米 | 南 | 其他|高楼层(共11层)  2009年建板塔结合  -  |马坡|128万|单价26706元/平米
顺义|马坡|香悦四季 商住房 客带租约 出售 精装修|香悦四季| | 1室1厅 | 60平米 | 东 | 其他|低楼层(共15层)  板楼  -  |马坡|110万|单价18334元/平米
顺义|马坡|顺义新城 金宝城 两居室 南北各一个卧室|金宝城二期| | 2室2厅 | 102.21平米 | 南 北 | 毛坯|低楼层(共14层)  2013年建板楼  -  |马坡|290万|单价28373元/平米
顺义|马坡|富力湾独栋别墅 全新精装 自建100平米 诚心出售|富力湾| | 6室2厅 | 440平米 | 南 北 | 精装|低楼层(共3层)    -  |马坡|1200万|单价27273元/平米
顺义|马坡|中铁花溪渡 养心大三居 南北花园 满两年|中铁花溪渡| | 3室2厅 | 129.77平米 | 南 北 | 精装|低楼层(共18层)  2015年建板楼  -  |马坡|460万|单价35448元/平米
顺义|马坡|顺义新城 富力湾独栋大花园别墅 |富力湾| | 6室2厅 | 540平米 | 南 北 | 毛坯|低楼层(共3层)    -  |马坡|1200万|单价22223元/平米
顺义|马坡|精装修 满2年 原值高 赠送地下产权车位|鲁能7号院颐景溪园| | 3室2厅 | 146平米 | 南 北 | 精装|低楼层(共11层)  2012年建板楼  -  |马坡|525万|单价35959元/平米
顺义|马坡|香悦四季  4室2厅2卫  满两年 精装修 原值230万|香悦四季| | 4室2厅 | 138平米 | 南 北 | 其他|高楼层(共11层)  2010年建板楼  -  |马坡|470万|单价34058元/平米
顺义|马坡|香悦四季西区独栋别墅，小区中间位置，不临街|香悦四季| | 4室3厅 | 230平米 | 东 南 西 北 | 其他|低楼层(共2层)    -  |马坡|890万|单价38696元/平米
顺义|马坡|富力湾 二区 独栋别墅  业主诚售 |富力湾| | 5室2厅 | 430平米 | 南 北 | 毛坯|低楼层(共3层)    -  |马坡|950万|单价22094元/平米
顺义|马坡|顶层三居室，有装修，拎包住，视野开阔|鲁能7号院颐景溪园| | 3室2厅 | 118平米 | 南 北 | 简装|高楼层(共19层)  2012年建板楼  -  |马坡|355万|单价30085元/平米
顺义|马坡|前后南北花园，三室两厅两卫，一层前后采光无遮挡|泰和谊园| | 3室2厅 | 130.94平米 | 南 北 | 其他|低楼层(共11层)  2009年建板塔结合  -  |马坡|465万|单价35513元/平米
